price;model_year;km;reg;fuel_type;fuel_economy;horse_power;gear_type
129.000 kr.;2015;131000;2015-04-01;Benzin;20.8;150;M
44.900 kr.;2009;308000;2009-11-03;Diesel;23.8;75;M
259.900 kr.;2019;35000;2019-01-01;Benzin;18;200;A
94.900 kr.;2011;91000;2011-05-16;Benzin;18.9;105;M
99.900 kr.;2015;78000;2014-11-05;Benzin;21.3;60;M
164.900 kr.;2016;86000;2016-01-01;Benzin;21.3;150;A
128.700 kr.;2016;97000;2016-02-25;Benzin;21.3;90;M
200.000 kr.;2018;71000;2018-06-01;Benzin;21.3;115;A
145.000 kr.;2017;92000;2016-11-01;Benzin;21.3;90;A
349.800 kr.;2022;4000;2022-09-19;Benzin;17.5;207;A
54.900 kr.;2013;234000;2012-06-29;Diesel;27;90;M
119.995 kr.;2014;156000;2014-03-01;Benzin;21.7;140;M
154.999 kr.;2018;83000;2018-02-01;Benzin;20.8;75;M
49.900 kr.;2009;198000;2009-12-01;Benzin;18.2;70;M
169.995 kr.;2017;42000;2017-03-01;Benzin;20.8;150;M
181.051 kr.;2019;60000;2019-07-01;Benzin;23.4;95;A
143.900 kr.;2015;63000;2014-07-30;Benzin;21.3;90;A
128.000 kr.;2016;51000;2016-02-01;Benzin;21.3;90;M
199.800 kr.;2020;38000;2020-02-24;Benzin;22.9;95;A
99.900 kr.;2017;169000;2017-02-27;Benzin;23.8;95;M
24.800 kr.;2005;189000;2005-01-03;Benzin;15.5;75;M
99.900 kr.;2017;182000;2017-07-03;Benzin;23.8;95;M
74.900 kr.;2014;164000;2013-10-08;Diesel;29.4;75;M
173.900 kr.;2018;97000;2018-07-01;Benzin;21.7;95;A
209.900 kr.;2021;13000;2021-07-02;Benzin;21.6;95;A
109.800 kr.;2017;100000;2016-08-01;Benzin;24.4;95;M
129.900 kr.;2017;116000;2017-02-09;Benzin;21.3;90;M
46.700 kr.;2011;317000;2011-01-13;Diesel;23.3;90;A
39.900 kr.;2008;203000;2008-03-12;Benzin;15.9;80;M
189.900 kr.;2017;93000;2017-02-01;Benzin;21.3;150;A
189.995 kr.;2018;95000;2018-05-24;Benzin;21.3;115;A
179.900 kr.;2017;47000;2017-04-26;Benzin;21.3;90;A
54.900 kr.;2011;200000;2011-11-24;Benzin;19.2;70;M
164.900 kr.;2018;40000;2018-06-06;Benzin;22.7;95;M
104.900 kr.;2017;152000;2016-08-15;Benzin;24.4;95;M
179.900 kr.;2019;87000;2019-05-29;Diesel;29.7;95;M
249.900 kr.;2020;80000;2019-11-27;Benzin;18;200;A
209.900 kr.;2018;18000;2018-07-30;Benzin;21.7;115;M
109.900 kr.;2015;68000;2014-08-05;Benzin;20.8;75;M
253.000 kr.;2020;46000;2019-10-01;Benzin;18;200;A
150.000 kr.;2018;80000;2018-07-01;Benzin;22.7;95;M
239.900 kr.;2022;8000;2022-03-10;Benzin;22;95;A
34.900 kr.;2010;286000;2010-02-12;Diesel;23.8;90;M
224.900 kr.;2022;8500;2021-11-25;Benzin;23.3;95;M
229.900 kr.;2021;15000;2021-08-30;Benzin;23.4;110;A
29.900 kr.;2006;178000;2006-03-01;Benzin;15.5;75;M
139.800 kr.;2016;130000;2015-10-01;Benzin;21.3;150;A
259.900 kr.;2022;8000;2022-05-30;Benzin;21.6;95;A
157.900 kr.;2016;109000;2016-03-15;Benzin;21.3;150;A
134.800 kr.;2017;54000;2017-02-24;Benzin;24.4;95;M
104.800 kr.;2015;116000;2015-05-06;Benzin;24.4;95;M
115.000 kr.;2017;132000;2016-11-07;Benzin;21.3;90;M
229.900 kr.;2020;35000;2020-09-23;Benzin;23.4;115;A
124.700 kr.;2017;182000;2017-02-03;Benzin;20.8;150;M
269.800 kr.;2018;52000;2018-08-31;Benzin;16.9;200;A
149.000 kr.;2015;126000;2015-06-01;Benzin;21.3;150;A
159.900 kr.;2018;71000;2018-06-11;Benzin;22.7;95;M
79.900 kr.;2011;69000;2011-04-18;Benzin;18.2;60;M
84.900 kr.;2012;156000;2012-08-08;Diesel;27;90;M
74.900 kr.;2014;298000;2014-09-19;Diesel;32.3;75;M
164.900 kr.;2018;52000;2018-05-01;Benzin;22.7;95;M
209.800 kr.;2021;5300;2021-08-25;Benzin;22.8;95;M
228.900 kr.;2019;57000;2019-02-19;Benzin;22.9;115;A
91.000 kr.;2013;101000;2012-11-01;Benzin;18.9;105;M
214.900 kr.;2019;38000;2019-04-01;Benzin;21.3;115;A
259.000 kr.;2020;26000;2020-06-01;Benzin;18;200;A
90.000 kr.;2015;137000;2014-08-01;Benzin;20.8;110;M
164.900 kr.;2019;40000;2018-11-01;Benzin;23.9;95;M
180.000 kr.;2019;54000;2019-05-01;Benzin;21.7;95;A
239.800 kr.;2021;26000;2020-12-15;Benzin;23.4;110;A
159.900 kr.;2015;154000;2014-10-17;Benzin;21.3;150;A
119.500 kr.;2015;52000;2015-04-20;Benzin;24.4;95;M
224.900 kr.;2022;4000;2022-05-03;Benzin;23.3;95;M
104.900 kr.;2015;151000;2014-10-21;Diesel;32.3;75;M
284.900 kr.;2020;20000;2019-12-02;Benzin;18;200;A
194.900 kr.;2020;45000;2019-09-27;Benzin;22.9;115;M
214.800 kr.;2022;11000;2021-12-02;Benzin;23.3;95;M
10.000 kr.;2004;300000;2004-07-01;Benzin;15.5;75;M
109.900 kr.;2017;123000;2017-03-01;Benzin;23.8;95;M
160.000 kr.;2017;147000;2017-02-01;Benzin;20.8;150;A
239.900 kr.;2022;15000;2021-12-28;Benzin;22;95;A
275.000 kr.;2020;55000;2020-01-23;Benzin;18;200;A
179.900 kr.;2018;98000;2018-06-22;Benzin;21.3;115;A
234.900 kr.;2021;8000;2021-12-20;Benzin;23.4;110;A
74.900 kr.;2011;160500;2011-11-28;Benzin;16.9;85;M
24.500 kr.;2007;255000;2007-03-19;Benzin;15.5;80;M
84.900 kr.;2015;190000;2014-06-19;Diesel;29.4;90;M
129.800 kr.;2017;88000;2017-01-26;Benzin;21.3;90;M
169.900 kr.;2014;152000;2014-04-04;Benzin;16.9;180;A
159.700 kr.;2017;145000;2016-12-13;Benzin;21.3;150;A
119.800 kr.;2015;121000;2014-07-10;Benzin;21.3;90;M
174.900 kr.;2018;60000;2018-08-14;Benzin;22.7;95;M
64.999 kr.;2010;262000;2010-10-22;Diesel;23.2;90;A
214.900 kr.;2019;44000;2019-04-25;Benzin;22.9;115;A
19.900 kr.;2004;199000;2004-04-14;Benzin;15.1;101;M
194.900 kr.;2019;54000;2019-07-05;Benzin;23.4;115;M
69.900 kr.;2012;150000;2011-12-23;Benzin;16.9;85;M
199.900 kr.;2021;39000;2020-12-13;Benzin;21.6;95;A
43.700 kr.;2010;383000;2010-06-10;Diesel;29.4;75;M
124.900 kr.;2017;96000;2017-02-08;Benzin;24.4;95;M
139.900 kr.;2016;110000;2016-06-03;Benzin;20.8;110;M
269.900 kr.;2019;34000;2019-05-23;Benzin;18;200;A
79.900 kr.;2010;201000;2010-12-09;Benzin;18.9;105;A
177.800 kr.;2019;96000;2018-12-01;Diesel;28.2;95;A
94.900 kr.;2015;131000;2015-04-14;Benzin;24.4;95;M
145.000 kr.;2016;114000;2015-11-01;Benzin;21.3;150;A
257.895 kr.;2019;49000;2019-04-01;Benzin;18;200;A
116.800 kr.;2015;120000;2014-06-01;Benzin;20.8;110;M
63.000 kr.;2014;158000;2013-09-01;Diesel;32.3;75;M
149.000 kr.;2015;132000;2014-12-01;Benzin;21.3;150;A
149.800 kr.;2019;86000;2019-05-01;Diesel;29.7;95;M
49.900 kr.;2014;316000;2014-03-25;Diesel;27;90;M
229.900 kr.;2022;20000;2022-04-08;Benzin;22;95;A
179.900 kr.;2019;29000;2019-06-21;Benzin;23.9;95;M
119.900 kr.;2017;108000;2017-03-01;Benzin;23.8;95;M
229.900 kr.;2020;35000;2020-01-24;Benzin;23.4;95;A
139.900 kr.;2017;73000;2017-01-18;Benzin;21.3;90;M
144.900 kr.;2017;46000;2017-05-01;Benzin;21.3;90;M
105.000 kr.;2016;108000;2016-06-01;Benzin;24.4;95;M
90.000 kr.;2015;137732;2015-04-29;Diesel;29.4;90;M
159.900 kr.;2018;61000;2018-04-23;Benzin;22.7;95;M
259.900 kr.;2018;67000;2018-08-22;Benzin;16.9;200;A
89.000 kr.;2015;195000;2015-04-01;Diesel;29.4;90;M
139.900 kr.;2016;43000;2016-02-25;Benzin;21.3;90;M
54.900 kr.;2014;247000;2014-06-27;Diesel;29.4;90;M
55.000 kr.;2011;201000;2011-10-01;Diesel;29.4;75;M
64.900 kr.;2009;170000;2009-09-03;Benzin;16.9;85;M
44.999 kr.;2010;301900;2010-12-06;Diesel;27;90;M
142.900 kr.;2017;104000;2017-04-10;Benzin;21.3;90;A
289.900 kr.;2022;8000;2022-02-25;Benzin;20.9;110;A
61.900 kr.;2012;175000;2012-04-01;Diesel;27;90;M
194.900 kr.;2020;25000;2020-10-06;Benzin;23.9;95;M
193.500 kr.;2020;40000;2019-09-01;Benzin;23.4;115;A
125.000 kr.;2014;136000;2013-07-01;Benzin;22.2;140;A
239.900 kr.;2022;11000;2022-02-08;Benzin;22;95;A
134.900 kr.;2015;48000;2015-02-12;Benzin;21.3;90;M
56.900 kr.;2011;220000;2011-09-12;Diesel;29.4;75;M
94.900 kr.;2014;71000;2013-07-11;Benzin;19.6;90;M
114.800 kr.;2016;115000;2016-07-14;Diesel;29.4;90;M
239.900 kr.;2022;14000;2022-03-10;Benzin;22;95;A
49.900 kr.;2010;225000;2010-05-06;Diesel;23.8;75;M
184.895 kr.;2020;24000;2020-05-26;Benzin;23.9;95;M
144.800 kr.;2017;125000;2017-01-04;Benzin;21.3;90;A
87.800 kr.;2013;152000;2012-07-20;Diesel;27;90;M
109.900 kr.;2016;109000;2015-08-19;Benzin;24.4;95;M
14.400 kr.;2005;356000;2005-08-08;Diesel;20.8;64;M
259.900 kr.;2022;12000;2021-09-16;Benzin;21.6;110;A
139.500 kr.;2015;76000;2014-10-10;Benzin;21.3;90;A
169.900 kr.;2020;54000;2019-09-26;Benzin;23.9;95;M
129.900 kr.;2015;76000;2015-06-18;Diesel;32.3;75;M
199.900 kr.;2018;40000;2018-07-18;Benzin;21.7;95;A
57.999 kr.;2010;168000;2010-06-02;Benzin;18.2;60;M
239.900 kr.;2022;9000;2021-12-09;Benzin;22;95;A
149.500 kr.;2017;36000;2017-11-07;Benzin;21.3;90;M
99.900 kr.;2014;65000;2013-07-24;Benzin;19.6;90;M
71.900 kr.;2011;183000;2011-03-04;Diesel;29.4;75;M
269.900 kr.;2022;13000;2021-12-21;Benzin;21.6;110;A
149.900 kr.;2014;61000;2014-09-17;Benzin;21.3;110;A
204.700 kr.;2019;74000;2019-04-23;Benzin;22.9;115;A
44.000 kr.;2011;258000;2011-11-29;Benzin;19.2;70;M
119.500 kr.;2017;114000;2017-03-06;Benzin;23.8;95;M
179.900 kr.;2019;44000;2019-08-29;Benzin;23.9;95;M
129.900 kr.;2015;76000;2015-05-06;Benzin;21.3;90;M
119.900 kr.;2016;110000;2016-06-06;Benzin;21.3;90;M
204.900 kr.;2019;47000;2019-03-05;Diesel;28.2;95;A
144.900 kr.;2015;153000;2015-01-09;Benzin;21.3;150;A
94.900 kr.;2016;170000;2016-06-23;Benzin;24.4;95;M
74.900 kr.;2013;123000;2013-01-15;Benzin;19.2;70;M
259.900 kr.;2020;39000;2020-01-10;Benzin;19;200;A
69.900 kr.;2014;165000;2014-01-01;Diesel;29.4;75;M
169.900 kr.;2019;60000;2019-02-20;Benzin;23.9;95;M
199.900 kr.;2018;45000;2018-07-03;Benzin;21.3;115;A
199.900 kr.;2019;57000;2019-04-25;Diesel;28.2;95;A
269.900 kr.;2022;5000;2021-12-02;Benzin;21.6;110;A
67.900 kr.;2010;167000;2010-07-26;Benzin;16.9;85;M
129.800 kr.;2016;67000;2016-03-31;Benzin;21.3;90;M
104.800 kr.;2015;150000;2015-02-20;Diesel;32.3;75;M
224.900 kr.;2022;9000;2021-11-25;Benzin;23.3;95;M
194.900 kr.;2018;58000;2018-08-27;Benzin;21.3;115;A
64.400 kr.;2013;342000;2013-01-03;Diesel;23.3;90;A
248.000 kr.;2018;51000;2018-04-01;Benzin;16.9;200;A
194.900 kr.;2020;47000;2020-11-24;Benzin;23.4;95;A
259.900 kr.;2022;6000;2022-03-31;Benzin;21.6;95;A
224.900 kr.;2021;12000;2021-07-29;Benzin;21.6;95;A
274.900 kr.;2021;11000;2021-03-18;Benzin;18.9;150;A
59.900 kr.;2009;173300;2009-08-04;Benzin;16.9;85;M
169.900 kr.;2020;57000;2020-03-31;Benzin;23.4;80;M
99.900 kr.;2014;76000;2014-01-01;Benzin;19.6;90;M
124.900 kr.;2015;112000;2015-01-01;Benzin;20.8;110;M
114.800 kr.;2015;77000;2014-10-15;Benzin;21.3;90;M
179.900 kr.;2019;37000;2019-08-26;Benzin;23.9;95;M
229.900 kr.;2019;49000;2019-11-27;Benzin;23.8;115;M
62.900 kr.;2010;162000;2009-10-01;Benzin;16.9;85;M
94.800 kr.;2016;181000;2016-07-07;Benzin;21.3;90;M
224.900 kr.;2022;10000;2021-11-25;Benzin;23.3;95;M
224.900 kr.;2022;8000;2021-11-25;Benzin;23.3;95;M
197.900 kr.;2020;77000;2020-02-10;Diesel;28.2;95;A
239.900 kr.;2022;11000;2021-11-30;Benzin;22;95;A
259.900 kr.;2019;41400;2019-08-08;Benzin;17.7;200;A
139.800 kr.;2016;73000;2016-07-07;Benzin;21.3;90;M
184.895 kr.;2019;36000;2019-04-30;Benzin;23.9;95;M
173.900 kr.;2018;92000;2017-11-30;Benzin;21.7;95;A
249.900 kr.;2022;10000;2022-07-27;Benzin;21.6;95;A
207.900 kr.;2020;31000;2020-01-03;Benzin;22.9;95;A
90.999 kr.;2013;120400;2012-10-18;Benzin;19.6;90;M
184.895 kr.;2019;33000;2019-05-29;Benzin;23.9;95;M
224.800 kr.;2022;13000;2021-11-29;Benzin;23.3;95;M
279.800 kr.;2022;9500;2021-11-30;Benzin;21.6;110;A
274.900 kr.;2019;44000;2019-03-19;Benzin;17.7;200;A
189.900 kr.;2018;63000;2018-10-03;Benzin;21.7;115;M
354.900 kr.;2022;3000;2022-04-28;Benzin;17.5;207;A
169.000 kr.;2019;148000;2019-01-16;Diesel;28.2;95;A
49.400 kr.;2012;329000;2012-01-13;Diesel;27;90;M
364.900 kr.;2022;2000;2022-04-26;Benzin;17.5;207;A
259.900 kr.;2022;3000;2021-09-01;Benzin;21.6;110;A
190.000 kr.;2018;56000;2018-06-25;Benzin;21.7;95;A
224.900 kr.;2022;9000;2021-11-29;Benzin;23.3;95;M
49.999 kr.;2010;238000;2010-10-07;Diesel;30.3;75;M
239.900 kr.;2022;12000;2022-03-17;Benzin;22;95;A
74.700 kr.;2013;135000;2012-11-14;Benzin;18.2;60;M
139.900 kr.;2018;105000;2018-05-29;Benzin;20.8;75;M
189.895 kr.;2019;48000;2019-05-27;Benzin;23.8;115;M
184.895 kr.;2019;19000;2018-12-11;Benzin;23.9;95;M
199.900 kr.;2022;16000;2022-01-03;Benzin;21.6;80;M
109.900 kr.;2015;74000;2015-01-01;Benzin;20.8;75;M
134.900 kr.;2016;74000;2015-10-15;Benzin;24.4;95;M
184.895 kr.;2020;26000;2019-11-28;Benzin;23.9;95;M
149.900 kr.;2016;92000;2015-10-26;Benzin;21.3;90;A
129.700 kr.;2016;46000;2016-06-20;Benzin;21.3;90;M
249.900 kr.;2019;91000;2019-02-26;Benzin;17.7;200;A
164.900 kr.;2015;112600;2015-03-24;Benzin;21.3;150;A
130.900 kr.;2017;110000;2016-10-07;Diesel;29.4;90;M
184.900 kr.;2019;25000;2019-08-29;Benzin;22.7;95;M
119.400 kr.;2017;120000;2016-12-19;Benzin;24.4;95;M
79.900 kr.;2014;130000;2013-10-31;Diesel;29.4;75;M
69.900 kr.;2012;170000;2012-05-23;Diesel;29.4;75;M
174.800 kr.;2020;65000;2019-11-19;Benzin;23.9;95;M
224.900 kr.;2022;10000;2021-11-30;Benzin;23.3;95;M
109.900 kr.;2017;177000;2017-03-30;Diesel;27;90;M
154.800 kr.;2018;144000;2018-05-30;Benzin;21.7;115;M
169.800 kr.;2018;121000;2018-05-03;Benzin;21.7;95;A
132.200 kr.;2016;127000;2016-06-21;Benzin;21.3;90;M
179.880 kr.;2019;115000;2018-11-21;Benzin;22.9;115;A
224.000 kr.;2021;12000;2021-05-31;Benzin;21.6;95;A
129.800 kr.;2016;107000;2016-07-06;Diesel;29.4;90;M
184.900 kr.;2019;88000;2019-02-27;Benzin;23.4;115;M
56.700 kr.;2011;245000;2010-12-23;Diesel;29.4;75;M
269.900 kr.;2022;3000;2021-08-26;Benzin;21.6;110;A
219.800 kr.;2021;12000;2021-04-28;Benzin;21.6;95;A
279.900 kr.;2022;2000;2021-09-29;Benzin;20.9;110;A
349.900 kr.;2022;4000;2022-04-25;Benzin;17.5;207;A
175.000 kr.;2018;51000;2017-11-16;Benzin;21.7;115;M
99.900 kr.;2015;135000;2015-01-29;Benzin;21.3;90;M
224.900 kr.;2020;38600;2019-09-27;Benzin;22.9;115;A
169.900 kr.;2018;78000;2018-07-04;Benzin;21.7;115;M
209.900 kr.;2021;14000;2021-08-30;Benzin;21.6;95;A
229.000 kr.;2019;79000;2019-05-02;Benzin;17.7;200;A
219.999 kr.;2021;18000;2021-02-12;Benzin;23.3;110;M
184.900 kr.;2018;89000;2018-02-26;Benzin;21.7;95;A
52.900 kr.;2010;217000;2010-10-27;Diesel;29.4;75;M
159.900 kr.;2015;53000;2014-10-10;Benzin;20.8;150;M
119.800 kr.;2016;94241;2016-09-29;Benzin;21.3;90;M
59.700 kr.;2011;225000;2011-08-09;Benzin;18.9;105;M
179.900 kr.;2018;78000;2017-12-18;Benzin;21.7;95;A
134.700 kr.;2016;118000;2015-12-29;Benzin;21.3;90;A
209.900 kr.;2019;34000;2019-05-09;Diesel;28.2;95;A
146.500 kr.;2017;70500;2017-04-11;Benzin;21.3;90;A
179.900 kr.;2018;100000;2018-07-11;Diesel;25.6;95;A
359.900 kr.;2022;8000;2022-07-01;Benzin;17.5;207;A
69.999 kr.;2011;179000;2011-03-16;Diesel;27;90;M
119.895 kr.;2017;87000;2016-10-05;Benzin;24.4;95;M
184.900 kr.;2019;32000;2019-06-26;Benzin;23.9;95;M
119.800 kr.;2016;128000;2016-01-22;Diesel;29.4;90;M
34.800 kr.;2008;205000;2008-12-01;Diesel;22.2;80;M
119.900 kr.;2017;99000;2017-02-13;Benzin;24.4;95;M
169.900 kr.;2018;72000;2018-06-21;Benzin;22.7;95;M
299.800 kr.;2019;51874;2019-07-01;Benzin;17.7;200;A
189.900 kr.;2021;32000;2020-11-20;Benzin;23.9;95;M
209.900 kr.;2021;8000;2021-11-26;Benzin;21.6;95;A
104.800 kr.;2015;116000;2015-03-27;Benzin;24.4;95;M
159.900 kr.;2018;24000;2018-04-26;Benzin;20.8;75;M
175.000 kr.;2018;69000;2018-08-30;Benzin;21.7;95;A
269.900 kr.;2022;5000;2021-09-01;Benzin;21.6;110;A
82.400 kr.;2012;102000;2012-03-12;Benzin;16.9;85;M
194.900 kr.;2018;69000;2018-06-20;Benzin;21.3;115;A
229.800 kr.;2019;57000;2019-08-01;Benzin;21.6;150;A
174.900 kr.;2017;82000;2017-04-27;Benzin;21.3;110;A
209.900 kr.;2021;11000;2021-06-30;Benzin;21.6;95;A
189.900 kr.;2021;35000;2020-12-02;Benzin;22.8;95;M
155.000 kr.;2016;56000;2016-03-01;Benzin;23.8;95;A
124.800 kr.;2015;51000;2014-08-28;Benzin;21.3;90;M
184.900 kr.;2019;97000;2019-03-28;Diesel;28.2;95;A
172.900 kr.;2018;85000;2018-06-13;Benzin;21.7;95;A
84.880 kr.;2009;78000;2009-09-11;Benzin;16.9;85;M
114.800 kr.;2015;107000;2015-05-06;Benzin;21.3;90;M
129.795 kr.;2016;81000;2016-07-18;Benzin;24.4;95;M
274.900 kr.;2022;6000;2021-10-29;Benzin;21.6;110;A
159.900 kr.;2019;83000;2018-09-28;Benzin;23.9;95;M
139.800 kr.;2017;121000;2017-05-17;Benzin;23.8;95;A
49.900 kr.;2011;290000;2011-08-02;Diesel;27;90;M
129.900 kr.;2015;167000;2015-02-12;Benzin;20.8;150;M
129.700 kr.;2017;129000;2016-12-12;Benzin;20.8;150;M
194.900 kr.;2018;77000;2017-12-14;Benzin;21.3;115;A
179.900 kr.;2016;84000;2015-12-07;Benzin;21.3;150;A
194.900 kr.;2018;88000;2018-02-12;Benzin;21.3;115;A
84.900 kr.;2015;125000;2014-11-14;Benzin;20;60;M
174.900 kr.;2016;62000;2016-06-14;Benzin;20.8;150;M
108.000 kr.;2015;63000;2014-11-27;Benzin;21.3;60;M
69.899 kr.;2017;280000;2017-04-24;Diesel;27;90;M
159.800 kr.;2017;93000;2017-03-23;Diesel;29.4;90;M
37.900 kr.;2007;137000;2007-06-07;Diesel;22.2;80;M
175.900 kr.;2018;29000;2017-11-09;Benzin;22.7;95;M
154.900 kr.;2018;46000;2018-04-26;Benzin;20.8;75;M
264.880 kr.;2020;54000;2019-10-28;Benzin;18;200;A
224.900 kr.;2022;5000;2021-10-27;Benzin;23.3;95;M
189.800 kr.;2016;45000;2016-06-15;Benzin;21.3;150;A
174.900 kr.;2018;58000;2018-08-30;Benzin;22.7;95;M
99.900 kr.;2015;154000;2014-07-15;Diesel;29.4;90;M
114.900 kr.;2016;106000;2016-04-18;Benzin;24.4;95;M
9.500 kr.;2005;297000;2005-04-21;Diesel;20.2;100;M
64.900 kr.;2014;180000;2014-02-11;Diesel;27;90;M
224.900 kr.;2022;9000;2021-10-27;Benzin;23.3;95;M
254.900 kr.;2021;6000;2021-08-02;Benzin;21.2;110;A
174.900 kr.;2019;40500;2019-05-27;Benzin;23.9;95;M
194.900 kr.;2020;26000;2020-03-03;Benzin;23.9;95;M
279.900 kr.;2022;12000;2021-09-29;Benzin;20.9;110;A
163.000 kr.;2018;55000;2018-06-18;Benzin;22.7;95;M
153.900 kr.;2017;118000;2017-02-28;Diesel;26.3;90;A
124.800 kr.;2017;85000;2017-04-28;Benzin;24.4;95;M
129.800 kr.;2017;72000;2016-10-10;Benzin;21.3;90;M
129.900 kr.;2017;53000;2017-01-01;Benzin;21.3;90;M
164.900 kr.;2018;32000;2018-04-24;Benzin;22.7;95;M
223.900 kr.;2022;6600;2021-11-16;Benzin;23.3;95;M
49.880 kr.;2010;214000;2010-12-09;Benzin;16.9;85;M
209.800 kr.;2019;27500;2019-05-06;Benzin;23.4;95;A
219.800 kr.;2022;12000;2021-11-30;Benzin;23.3;95;M
9.900 kr.;1999;170000;1999-08-30;Benzin;15.9;60;M
54.900 kr.;2012;236000;2012-07-30;Diesel;29.4;75;M
207.995 kr.;2019;51000;2019-02-22;Benzin;23.4;95;A
159.900 kr.;2014;108000;2014-03-05;Benzin;22.2;140;A
164.700 kr.;2018;30000;2018-08-22;Benzin;22.7;95;M
249.900 kr.;2019;62000;2019-08-29;Benzin;17.7;200;A
76.800 kr.;2013;209000;2013-03-08;Benzin;19.6;90;M
169.500 kr.;2021;12500;2021-09-16;Benzin;22.4;80;M
127.900 kr.;2016;84000;2015-08-28;Benzin;24.4;95;M
159.800 kr.;2018;32000;2018-03-01;Benzin;20.8;75;M
269.900 kr.;2022;13000;2021-08-25;Benzin;21.6;110;A
99.900 kr.;2017;173000;2017-02-14;Benzin;23.8;95;M
134.980 kr.;2015;65000;2014-10-22;Benzin;20.8;110;M
76.800 kr.;2012;178000;2012-04-26;Diesel;27;90;M
154.900 kr.;2018;51000;2018-08-31;Benzin;20.8;65;M
149.900 kr.;2018;52000;2018-02-23;Benzin;20.8;75;M
274.900 kr.;2022;6000;2021-09-17;Benzin;21.6;110;A
214.800 kr.;2019;34000;2019-06-03;Benzin;22.9;115;A
144.980 kr.;2017;58000;2017-03-27;Benzin;21.3;90;M
179.900 kr.;2018;90000;2018-05-31;Benzin;21.7;95;A
274.900 kr.;2022;9000;2021-08-23;Benzin;21.6;110;A
89.900 kr.;2016;159000;2015-11-30;Diesel;29.4;90;M
269.900 kr.;2022;6000;2022-04-27;Benzin;21.6;110;A
63.900 kr.;2010;135000;2010-03-03;Benzin;18.9;105;M
249.900 kr.;2019;65000;2019-02-13;Benzin;18;200;A
95.999 kr.;2011;168000;2011-11-16;Benzin;18.9;105;A
214.900 kr.;2018;15000;2018-05-03;Benzin;21.3;115;A
83.999 kr.;2011;103000;2011-11-23;Diesel;29.4;75;M
354.900 kr.;2022;1000;2022-04-26;Benzin;17.5;207;A
49.900 kr.;2012;324243;2012-05-02;Diesel;27;90;M
69.900 kr.;2010;149000;2010-07-01;Benzin;18.2;60;M
149.900 kr.;2016;118000;2016-05-27;Benzin;20.8;150;M
189.900 kr.;2021;9100;2021-08-31;Benzin;21.6;80;M
169.900 kr.;2018;106000;2018-04-11;Benzin;21.7;95;A
59.999 kr.;2011;200000;2011-12-07;Benzin;19.2;70;M
187.900 kr.;2019;54000;2019-02-04;Benzin;23.4;95;A
14.999 kr.;1997;141000;1997-12-22;Benzin;13.8;75;M
119.900 kr.;2015;88000;2015-05-28;Benzin;21.3;90;M
169.900 kr.;2018;63000;2018-06-20;Benzin;22.7;95;M
109.700 kr.;2016;123000;2015-08-18;Benzin;24.4;95;M
109.800 kr.;2016;132000;2015-11-10;Benzin;21.3;90;M
114.900 kr.;2014;67000;2014-04-03;Benzin;19.6;90;M
209.500 kr.;2019;32000;2018-12-06;Benzin;22.9;115;A
94.800 kr.;2013;84000;2013-06-04;Benzin;19.6;90;M
104.900 kr.;2014;77000;2013-10-08;Benzin;19.6;90;M
239.800 kr.;2018;62000;2018-07-27;Benzin;16.9;200;A
319.900 kr.;2022;1000;2021-12-13;Benzin;20.9;110;A
89.900 kr.;2010;212000;2010-12-01;Benzin;17;180;A
79.900 kr.;2013;147000;2013-02-08;Diesel;26.3;75;M
45.000 kr.;2010;190000;2010-10-01;Diesel;30.3;75;M
189.900 kr.;2018;88000;2018-05-30;Benzin;21.3;115;A
259.900 kr.;2019;27000;2019-07-10;Benzin;18;200;A
192.000 kr.;2016;42000;2015-11-01;Benzin;21.3;150;A
73.500 kr.;2010;161000;2010-11-01;Diesel;29.4;75;M
28.000 kr.;2000;296000;2000-08-30;Benzin;15.9;60;M
