price;model_year;km;reg;fuel_type;fuel_economy;horse_power;gear_type
335.000 kr.;2017;103000;2018-03-01;Plug-in hybrid Benzin;30.2;279;A
320.000 kr.;2018;115000;2018-08-10;Diesel;23.9;194;A
409.000 kr.;2019;77000;2019-10-01;Benzin;16.1;184;A
559.900 kr.;2021;7000;2021-06-17;Benzin;18.9;204;A
94.900 kr.;2014;295000;2014-01-01;Diesel;20.8;136;M
259.800 kr.;2016;179000;2015-07-31;Diesel;23.3;136;A
1.150.000 kr.;2017;13000;2017-03-21;Benzin;11.2;476;A
229.900 kr.;2015;88000;2015-02-01;Diesel;23.3;136;M
389.900 kr.;2019;53000;2019-02-27;Diesel;22.9;194;A
159.500 kr.;2014;176000;2013-10-02;Diesel;20.4;136;A
629.800 kr.;2022;14000;2022-03-29;Diesel;25.7;200;A
184.500 kr.;2014;144000;2014-02-20;Diesel;19.6;136;A
289.900 kr.;2015;108000;2015-10-01;Diesel;21.3;170;A
359.900 kr.;2018;63000;2018-12-10;Benzin;15.6;184;A
249.900 kr.;2018;155000;2018-04-25;Diesel;22.7;136;A
279.900 kr.;2016;209000;2016-06-01;Diesel;22.2;204;A
479.900 kr.;2020;20000;2020-06-09;Plug-in hybrid Benzin;32.7;320;A
449.900 kr.;2020;48000;2020-02-20;Plug-in hybrid Diesel;32.2;306;A
285.000 kr.;2017;128000;2016-08-01;Diesel;21.3;136;A
659.900 kr.;2022;17000;2022-02-08;Diesel;23.3;265;A
689.800 kr.;2022;10000;2022-02-24;Diesel;23.3;265;A
235.000 kr.;2016;158000;2016-01-01;Diesel;23.3;170;A
579.900 kr.;2022;6000;2022-03-16;Diesel;25.7;200;A
116.900 kr.;2013;194000;2012-11-14;Diesel;20.8;120;M
439.900 kr.;2019;75000;2019-06-04;Diesel;21.3;194;A
349.800 kr.;2017;69000;2017-05-22;Benzin;16.9;184;A
299.900 kr.;2015;256000;2015-05-22;Diesel;19.6;204;A
391.900 kr.;2019;129000;2019-01-30;Diesel;25;194;A
74.500 kr.;2011;272000;2010-12-02;Diesel;19.2;136;M
108.500 kr.;2012;251000;2012-12-01;Diesel;19.6;170;A
151.599 kr.;2007;172000;2007-09-01;Benzin;10.6;231;A
145.000 kr.;2007;212000;2007-11-01;Benzin;10.6;204;A
460.000 kr.;2020;95000;2019-07-01;Diesel;22;245;A
265.000 kr.;2015;131000;2015-05-01;Diesel;22.7;170;A
141.000 kr.;2012;241000;2012-01-01;Diesel;19.2;170;A
264.900 kr.;2015;158000;2014-12-10;Diesel;22.2;170;A
189.900 kr.;2016;182000;2015-11-30;Diesel;23.3;136;M
269.900 kr.;2018;142000;2018-03-02;Diesel;22.7;170;A
539.900 kr.;2021;11000;2021-03-23;Plug-in hybrid Diesel;32.2;306;A
274.900 kr.;2017;132000;2017-05-18;Diesel;22.7;170;A
242.000 kr.;2017;210000;2018-01-01;Diesel;22.7;170;A
389.700 kr.;2019;74000;2019-01-31;Benzin;18;184;A
369.900 kr.;2018;71000;2018-03-21;Plug-in hybrid Benzin;27.3;279;A
534.900 kr.;2022;20000;2022-04-29;Diesel;25.7;200;A
481.516 kr.;2019;72000;2019-06-01;Benzin;15.1;258;A
59.900 kr.;2010;470000;2010-07-02;Diesel;18.2;136;A
265.000 kr.;2017;136000;2017-12-01;Diesel;22.7;170;A
284.999 kr.;2017;117000;2017-10-01;Diesel;22.7;170;A
189.900 kr.;2014;229000;2014-12-01;Diesel;22.2;170;A
159.500 kr.;2013;88000;2013-02-01;Benzin;15.2;184;M
279.900 kr.;2017;163000;2017-05-22;Diesel;22.7;170;A
269.950 kr.;2016;265000;2016-12-01;Diesel;22.2;204;A
95.000 kr.;2013;292000;2013-02-01;Diesel;20.8;136;M
289.000 kr.;2017;119000;2017-10-01;Diesel;22.7;170;A
105.000 kr.;2011;290000;2011-02-01;Diesel;17.2;204;A
389.800 kr.;2019;72000;2019-08-06;Diesel;22.9;194;A
569.900 kr.;2022;25000;2021-12-15;Plug-in hybrid Benzin;41.9;313;A
159.900 kr.;2012;151000;2012-08-06;Benzin;17.2;156;A
185.900 kr.;2014;164000;2014-07-01;Benzin;18.9;184;M
389.900 kr.;2019;35000;2019-11-11;Benzin;17.2;184;A
169.900 kr.;2015;220000;2014-12-01;Benzin;18.2;184;M
125.000 kr.;2012;320000;2012-06-01;Diesel;19.6;136;A
120.000 kr.;2007;154000;2007-07-12;Diesel;13.7;224;A
429.900 kr.;2008;130000;2008-10-01;Benzin;8.2;487;A
559.900 kr.;2022;7000;2022-01-01;Diesel;25.7;200;A
147.000 kr.;2013;168000;2013-10-01;Benzin;14.5;184;M
375.000 kr.;2018;104000;2018-11-01;Diesel;22.7;194;A
72.500 kr.;2008;217000;2008-02-01;Benzin;11;204;A
149.500 kr.;2013;207000;2013-02-18;Diesel;19.2;170;A
569.900 kr.;2018;27000;2018-04-30;Benzin;14.9;245;A
294.900 kr.;2017;113000;2017-06-08;Diesel;22.2;170;A
229.400 kr.;2016;142000;2015-12-01;Diesel;23.3;170;M
94.900 kr.;2011;330000;2011-09-01;Diesel;20.4;136;A
265.000 kr.;2016;130000;2017-04-03;Diesel;22.7;170;A
239.900 kr.;2015;170000;2015-04-29;Diesel;22.7;170;A
214.900 kr.;2015;139000;2014-12-01;Diesel;23.3;170;A
469.900 kr.;2021;24000;2021-02-23;Plug-in hybrid Benzin;31.1;320;A
19.900 kr.;2006;489000;2006-10-04;Diesel;14.6;150;A
339.900 kr.;2017;52000;2017-10-26;Benzin;17.5;184;A
359.800 kr.;2018;99000;2018-01-04;Diesel;21.3;170;A
179.995 kr.;2015;243000;2015-06-01;Diesel;22.7;170;A
289.900 kr.;2015;150000;2014-11-27;Diesel;22.7;170;A
359.700 kr.;2018;65000;2018-04-26;Benzin;16.9;184;A
225.000 kr.;2019;66000;2019-01-03;Diesel;20.8;194;A
95.000 kr.;2008;171000;2007-03-01;Benzin;13;156;A
399.900 kr.;2019;72000;2019-02-28;Diesel;23.9;194;A
479.900 kr.;2020;17000;2020-09-04;Plug-in hybrid Benzin;32.7;320;A
279.900 kr.;2013;189000;2013-06-18;Benzin;14.7;306;A
299.900 kr.;2018;175000;2018-06-01;Diesel;22.7;170;A
339.900 kr.;2018;106500;2018-03-28;Diesel;21.7;170;A
639.900 kr.;2022;13000;2022-02-16;Plug-in hybrid Benzin;40.6;313;A
604.900 kr.;2022;13000;2022-03-16;Plug-in hybrid Benzin;41.9;313;A
614.800 kr.;2022;9000;2022-03-07;Diesel;23.3;265;A
619.900 kr.;2022;11000;2022-03-01;Diesel;23.3;265;A
659.900 kr.;2022;8000;2022-02-17;Diesel;23.3;265;A
614.800 kr.;2022;16000;2022-03-01;Diesel;23.3;265;A
609.800 kr.;2022;11000;2022-03-02;Diesel;23.3;265;A
604.900 kr.;2022;7000;2022-02-28;Diesel;23.3;265;A
654.900 kr.;2022;15000;2022-03-03;Diesel;23.3;265;A
624.900 kr.;2022;13000;2022-02-28;Diesel;23.3;265;A
574.900 kr.;2022;12000;2022-03-02;Diesel;25.7;200;A
574.800 kr.;2022;16000;2022-03-01;Diesel;25.7;200;A
72.500 kr.;2013;375700;2013-01-01;Diesel;19.6;136;A
574.800 kr.;2022;14000;2022-03-02;Diesel;25.7;200;A
569.800 kr.;2022;18000;2022-03-01;Diesel;25.7;200;A
564.800 kr.;2022;12000;2022-02-22;Diesel;26.9;200;A
574.900 kr.;2022;9000;2022-02-25;Diesel;26.9;200;A
275.000 kr.;2015;199000;2015-01-19;Diesel;21.7;170;A
519.900 kr.;2020;35000;2020-05-26;Benzin;17.5;258;A
274.700 kr.;2014;189000;2014-06-02;Diesel;22.7;170;A
699.900 kr.;2022;4000;2022-02-28;Diesel;23.3;265;A
128.000 kr.;2011;228000;2011-11-01;Diesel;19.6;170;A
89.000 kr.;2012;438000;2012-01-01;Diesel;19.6;136;A
289.900 kr.;2015;130000;2015-02-24;Diesel;21.7;170;A
285.000 kr.;2016;113000;2017-06-01;Diesel;22.7;170;A
419.700 kr.;2019;77000;2019-04-10;Diesel;22.9;194;A
609.900 kr.;2022;20000;2021-12-21;Plug-in hybrid Benzin;40.6;313;A
184.800 kr.;2016;217000;2016-01-04;Diesel;23.3;136;M
389.700 kr.;2019;124000;2019-03-27;Diesel;23.9;194;A
339.900 kr.;2017;69000;2017-11-27;Diesel;21.3;170;A
339.000 kr.;2018;73000;2018-05-07;Diesel;21.3;170;A
299.900 kr.;2019;252000;2018-08-09;Diesel;22.9;194;A
427.000 kr.;2019;93000;2019-07-30;Diesel;22.9;194;A
284.995 kr.;2016;122000;2016-04-01;Diesel;22.7;136;A
242.950 kr.;2015;151348;2015-06-02;Benzin;11.9;510;A
279.995 kr.;2017;146000;2018-02-01;Diesel;22.7;170;A
305.000 kr.;2015;73000;2015-01-09;Benzin;17.9;184;A
249.900 kr.;2015;141000;2015-03-01;Benzin;17.9;184;A
259.700 kr.;2017;71000;2017-02-03;Diesel;25.6;136;M
344.900 kr.;2016;104000;2016-04-14;Benzin;18.5;184;A
599.900 kr.;2022;35000;2022-02-01;Plug-in hybrid Benzin;40.6;313;A
149.800 kr.;2013;246000;2013-03-19;Diesel;19.2;170;A
59.900 kr.;2008;500000;2008-09-01;Diesel;14.7;170;A
339.000 kr.;2017;53000;2018-04-01;Benzin;16.9;184;A
235.000 kr.;2014;237000;2014-11-01;Diesel;21.7;170;A
110.000 kr.;2010;149000;2010-10-01;Benzin;14.3;156;A
182.500 kr.;2015;109000;2015-04-01;Diesel;25.6;136;M
299.800 kr.;2015;147000;2015-04-16;Diesel;20.8;204;A
349.900 kr.;2018;73000;2018-07-03;Diesel;22.7;170;A
169.000 kr.;2015;267000;2014-12-01;Diesel;23.3;136;M
124.800 kr.;2017;124000;2017-10-25;Diesel;22.7;170;A
369.000 kr.;2019;137000;2019-06-01;Diesel;22;245;A
284.700 kr.;2018;134000;2017-11-16;Diesel;22.7;170;A
254.700 kr.;2015;218000;2014-12-02;Diesel;21.7;170;A
289.700 kr.;2014;197000;2014-10-30;Diesel;21.3;170;A
299.800 kr.;2017;71000;2018-04-30;Benzin;17.9;184;A
189.900 kr.;2015;130000;2015-04-01;Diesel;23.3;136;M
459.800 kr.;2021;64000;2020-09-17;Diesel;22.8;194;A
289.900 kr.;2015;148000;2015-12-07;Diesel;22.7;170;A
194.900 kr.;2011;139000;2011-12-14;Diesel;19.6;170;A
189.700 kr.;2015;239000;2014-12-23;Diesel;22.7;170;A
264.900 kr.;2015;142000;2014-09-23;Benzin;17.9;184;A
335.000 kr.;2018;58000;2017-12-14;Diesel;21.7;170;A
274.700 kr.;2015;192000;2015-07-22;Diesel;21.3;170;A
254.700 kr.;2016;194000;2015-07-14;Diesel;21.3;170;A
289.700 kr.;2017;238000;2016-09-16;Diesel;23.3;170;A
254.700 kr.;2014;175000;2014-09-15;Diesel;22.2;170;A
309.000 kr.;2019;177000;2018-11-01;Diesel;22.9;194;A
274.700 kr.;2016;205000;2016-01-08;Diesel;21.3;170;A
299.700 kr.;2016;223000;2016-01-04;Diesel;23.8;170;A
274.700 kr.;2015;233000;2015-07-28;Diesel;21.3;170;A
299.900 kr.;2017;95000;2017-07-27;Diesel;22.7;170;A
469.900 kr.;2020;63000;2020-09-16;Plug-in hybrid Benzin;32.7;320;A
579.000 kr.;2016;49000;2017-05-26;Benzin;14.9;245;A
674.900 kr.;2022;20000;2022-03-01;Plug-in hybrid Benzin;40.6;313;A
899.800 kr.;2018;57000;2017-12-22;Benzin;12.7;367;A
264.800 kr.;2015;175000;2015-01-02;Diesel;22.2;170;A
154.800 kr.;2014;162000;2014-05-14;Diesel;20.8;120;A
265.000 kr.;2015;162000;2015-02-01;Diesel;20.8;170;A
235.000 kr.;2017;135000;2016-12-01;Diesel;24.4;136;M
254.800 kr.;2014;176000;2014-10-09;Diesel;21.7;170;A
175.000 kr.;2014;350000;2014-06-01;Diesel;23.3;170;A
110.000 kr.;2011;192000;2011-03-07;Diesel;17.2;136;A
319.900 kr.;2018;102000;2018-06-04;Diesel;21.3;170;A
539.000 kr.;2020;50000;2020-11-01;Plug-in hybrid Diesel;32.2;306;A
339.900 kr.;2020;82000;2019-11-07;Diesel;23.9;194;A
439.800 kr.;2020;38000;2020-03-19;Benzin;17.7;184;A
449.900 kr.;2020;63000;2020-03-24;Diesel;25;194;A
499.900 kr.;2020;38000;2020-06-03;Plug-in hybrid Diesel;32.2;306;A
179.900 kr.;2013;155000;2013-04-22;Diesel;20.8;170;A
99.900 kr.;2008;295000;2008-10-28;Diesel;12.5;224;A
139.900 kr.;2012;192000;2011-12-09;Benzin;14.9;184;A
220.000 kr.;2016;229000;2017-03-01;Diesel;22.7;170;A
469.900 kr.;2019;50000;2019-12-16;Plug-in hybrid Diesel;31.6;306;A
295.000 kr.;2017;78000;2017-07-01;Diesel;21.3;170;A
125.000 kr.;2007;100000;2007-06-01;Benzin;11.9;184;A
59.900 kr.;2003;135000;2003-10-28;Diesel;16.9;122;M
189.800 kr.;2016;238000;2016-12-14;Diesel;22.7;170;A
374.900 kr.;2019;89000;2019-01-22;Diesel;23.9;194;A
284.900 kr.;2015;146000;2015-06-11;Diesel;21.3;170;A
109.900 kr.;2012;284000;2012-08-01;Diesel;19.2;170;A
104.900 kr.;2011;210000;2011-01-03;Diesel;18.2;136;A
389.900 kr.;2019;29000;2019-08-01;Diesel;23.9;194;A
304.900 kr.;2017;127000;2017-02-24;Diesel;21.3;170;A
209.000 kr.;2016;108000;2016-08-01;Diesel;23.3;136;M
94.900 kr.;2008;249000;2008-07-24;Benzin;13.2;184;M
159.900 kr.;2015;267000;2015-02-05;Diesel;23.3;136;A
169.500 kr.;2014;178000;2013-11-13;Diesel;19.6;170;A
119.900 kr.;2014;183000;2014-02-14;Diesel;20.8;136;M
399.900 kr.;2019;44000;2019-03-28;Diesel;22.9;194;A
143.770 kr.;2018;164900;2018-10-31;Diesel;22.9;194;A
309.700 kr.;2018;166000;2018-09-28;Diesel;22.9;194;A
144.700 kr.;2015;403000;2014-12-16;Diesel;22.7;170;A
124.900 kr.;2012;220000;2011-12-29;Benzin;15.4;156;A
84.900 kr.;2006;280000;2006-10-12;Diesel;12.7;224;A
234.900 kr.;2015;167000;2015-03-05;Diesel;22.7;170;A
240.000 kr.;2016;209000;2017-06-01;Diesel;22.7;170;A
149.800 kr.;2012;425000;2012-04-17;Diesel;19.6;170;A
374.900 kr.;2018;79000;2018-05-30;Diesel;21.3;170;A
210.000 kr.;2016;203000;2016-03-01;Diesel;22.7;136;A
72.000 kr.;2011;291000;2011-02-01;Diesel;19.2;136;M
38.000 kr.;2002;240000;2002-01-01;Diesel;14.9;115;A
89.900 kr.;2010;317000;2010-12-01;Diesel;19.6;204;M
359.900 kr.;2017;43000;2017-09-07;Benzin;17.9;184;A
179.500 kr.;2014;310000;2013-12-16;Diesel;19.2;170;A
459.900 kr.;2020;42000;2020-04-22;Plug-in hybrid Benzin;32.7;320;A
209.500 kr.;2015;259000;2014-12-15;Diesel;22.7;170;A
164.900 kr.;2011;265000;2011-11-23;Diesel;19.6;204;A
264.900 kr.;2017;179000;2017-05-30;Diesel;21.3;170;A
139.900 kr.;2012;189000;2011-08-08;Diesel;20.8;136;M
279.000 kr.;2015;265000;2015-02-04;Diesel;20;204;A
374.000 kr.;2019;100000;2018-08-09;Diesel;23.4;194;A
429.900 kr.;2016;173000;2016-05-12;Diesel;23.8;170;A
248.000 kr.;2016;179000;2015-11-01;Diesel;22.7;170;A
194.900 kr.;2016;230000;2016-05-01;Diesel;22.7;170;A
99.999 kr.;2011;240000;2011-01-01;Diesel;17.2;136;A
95.000 kr.;2012;191000;2012-07-01;Diesel;20.8;136;M
599.900 kr.;2022;8000;2022-01-03;Plug-in hybrid Benzin;40.6;313;A
129.900 kr.;2013;267000;2012-11-21;Diesel;20.8;170;A
34.800 kr.;2006;273000;2005-11-03;Benzin;12.7;143;M
184.900 kr.;2013;227000;2013-07-03;Diesel;19.6;204;A
189.000 kr.;2014;205000;2014-11-01;Diesel;23.3;170;A
109.700 kr.;2010;157000;2009-12-14;Benzin;11.9;184;A
259.000 kr.;2017;193000;2016-10-04;Diesel;22.7;170;A
184.900 kr.;2014;187000;2014-05-19;Diesel;23.3;170;A
233.000 kr.;2016;180000;2016-06-01;Benzin;18.2;184;A
344.900 kr.;2019;139000;2018-12-07;Diesel;22.7;194;A
49.500 kr.;2007;225000;2007-03-01;Benzin;12.5;143;M
349.500 kr.;2017;170000;2017-09-07;Diesel;21.7;170;A
339.900 kr.;2019;109000;2018-10-10;Diesel;25;194;A
275.000 kr.;2016;146000;2016-05-03;Benzin;18.2;184;A
289.500 kr.;2017;183000;2017-08-02;Diesel;21.3;170;A
129.800 kr.;2014;306000;2013-12-19;Diesel;18.9;136;A
369.800 kr.;2018;68000;2019-02-25;Benzin;17.2;184;A
144.900 kr.;2012;220000;2012-03-19;Diesel;19.6;170;A
239.900 kr.;2018;148000;2017-10-13;Diesel;22.7;170;A
200.000 kr.;2014;230000;2014-11-01;Diesel;23.3;170;A
299.900 kr.;2019;242000;2018-11-01;Diesel;23.4;194;A
139.999 kr.;2014;218000;2013-08-29;Diesel;19.6;136;A
165.375 kr.;2019;109000;2019-02-28;Diesel;23.9;194;A
399.895 kr.;2017;148000;2017-02-08;Benzin;15.4;245;A
350.000 kr.;2016;59000;2016-03-17;Benzin;11.9;510;A
99.500 kr.;2011;375000;2011-09-01;Diesel;20.8;170;M
299.900 kr.;2018;122000;2018-08-01;Benzin;18;184;A
294.990 kr.;2017;140000;2017-12-01;Diesel;21.3;170;A
155.000 kr.;2013;105000;2012-09-01;Benzin;15.2;184;M
279.900 kr.;2018;161000;2018-01-11;Diesel;21.3;170;A
319.900 kr.;2015;127000;2015-08-25;Diesel;21.3;170;A
379.700 kr.;2016;148000;2016-05-01;Diesel;22.7;204;A
377.500 kr.;2018;67000;2018-12-06;Diesel;23.4;194;A
249.995 kr.;2017;204000;2016-11-29;Diesel;22.2;170;A
309.900 kr.;2017;113000;2018-05-01;Diesel;22.7;170;A
349.995 kr.;2018;180000;2018-10-25;Diesel;23.4;194;A
109.000 kr.;2013;225000;2012-11-01;Diesel;20.8;120;M
244.700 kr.;2018;212000;2017-11-08;Diesel;21.3;170;A
158.500 kr.;2014;151000;2014-03-25;Diesel;20.8;120;M
299.000 kr.;2017;93000;2017-08-07;Diesel;22.7;170;A
519.000 kr.;2018;51000;2018-08-01;Benzin;15.9;184;A
95.000 kr.;2011;209000;2011-01-01;Diesel;20.4;136;A
115.000 kr.;2007;196000;2007-08-01;Diesel;13.7;224;A
369.900 kr.;2020;147000;2019-07-26;Diesel;24.4;194;A
334.900 kr.;2017;150000;2018-05-31;Diesel;21.3;170;A
199.899 kr.;2016;193000;2015-07-31;Diesel;21.7;136;A
230.000 kr.;2015;191000;2015-07-01;Diesel;21.3;170;A
229.900 kr.;2015;140000;2015-10-13;Diesel;22.7;170;A
279.500 kr.;2015;182000;2015-08-20;Diesel;22.2;204;A
288.000 kr.;2017;123000;2017-08-08;Diesel;21.3;170;A
229.900 kr.;2016;169900;2016-03-02;Diesel;23.3;170;A
430.000 kr.;2020;65000;2019-09-01;Diesel;25;194;A
389.000 kr.;2017;95000;2017-08-01;Benzin;17.5;184;A
319.900 kr.;2017;38500;2017-01-01;Diesel;22.7;170;A
400.000 kr.;2020;67000;2019-08-01;Diesel;24.4;194;A
85.000 kr.;2010;282000;2010-10-01;Diesel;17.2;170;A
328.500 kr.;2017;67000;2017-11-01;Benzin;17.9;184;A
459.800 kr.;2020;98000;2019-07-31;Diesel;22;245;A
78.888 kr.;2011;370000;2011-04-01;Diesel;19.2;136;M
365.000 kr.;2016;105000;2016-06-01;Benzin;11.6;510;A
61.000 kr.;2002;222000;2002-02-01;Benzin;9.4;170;A
229.900 kr.;2016;166000;2016-06-30;Diesel;22.7;136;A
249.900 kr.;2017;156000;2017-06-19;Diesel;22.7;170;A
489.500 kr.;2020;24000;2019-10-01;Plug-in hybrid Diesel;32.2;306;A
399.900 kr.;2020;56000;2019-10-11;Diesel;23.9;194;A
199.900 kr.;2015;179000;2015-01-15;Diesel;23.3;136;A
29.700 kr.;2005;437000;2005-07-04;Diesel;13.8;150;A
219.999 kr.;2016;138000;2016-08-03;Diesel;23.3;136;M
425.000 kr.;2020;39000;2020-06-01;Benzin;17.7;184;A
479.900 kr.;2020;41000;2020-06-01;Plug-in hybrid Benzin;31.1;320;A
99.900 kr.;2010;255000;2010-01-05;Diesel;16.7;170;A
129.500 kr.;2008;222000;2008-03-07;Benzin;10;272;A
269.900 kr.;2015;165000;2014-06-26;Diesel;22.7;170;A
59.500 kr.;2007;378000;2007-06-25;Diesel;15.2;170;A
249.900 kr.;2016;158000;2016-12-05;Diesel;22.7;136;A
649.990 kr.;2022;15000;2022-04-04;Plug-in hybrid Benzin;40.6;313;A
459.900 kr.;2020;50000;2020-11-12;Diesel;25;194;A
359.900 kr.;2018;49000;2018-04-25;Benzin;16.9;184;A
299.000 kr.;2017;107000;2016-11-08;Diesel;22.2;170;A
479.900 kr.;2017;135000;2017-03-01;Benzin;14.9;245;A
539.900 kr.;2021;12000;2021-06-02;Diesel;22.8;194;A
349.900 kr.;2016;90000;2016-09-28;Plug-in hybrid Benzin;26.8;279;A
34.900 kr.;2004;439000;2004-04-01;Diesel;14.7;150;A
179.900 kr.;2017;247000;2016-08-01;Diesel;22.7;136;A
259.400 kr.;2016;165000;2015-07-01;Diesel;22.2;204;A
259.900 kr.;2017;182000;2017-03-23;Diesel;22.7;136;A
79.900 kr.;2010;342000;2010-11-15;Diesel;18.2;136;A
219.700 kr.;2012;159000;2011-06-29;Diesel;13.9;231;A
219.700 kr.;2015;121000;2014-11-02;Benzin;18.9;184;M
489.800 kr.;2021;29000;2020-12-22;Plug-in hybrid Benzin;32.7;320;A
359.700 kr.;2016;76000;2016-02-25;Diesel;24.4;170;A
139.900 kr.;2011;124000;2011-07-04;Benzin;14.1;156;M
349.900 kr.;2019;132000;2019-02-28;Diesel;22.9;194;A
34.900 kr.;1996;183000;1996-12-02;Diesel;13.5;95;M
209.999 kr.;2015;124000;2015-03-06;Diesel;25.6;136;M
224.900 kr.;2015;158000;2015-06-01;Diesel;22.7;170;A
199.800 kr.;2016;190000;2015-12-23;Benzin;18.9;184;M
439.900 kr.;2019;166000;2019-03-21;Diesel;18.9;194;A
719.500 kr.;2017;83000;2017-03-02;Benzin;12.7;367;A
204.900 kr.;2015;177000;2015-05-12;Diesel;22.7;170;A
69.900 kr.;2008;272000;2008-09-25;Benzin;13.2;156;A
90.000 kr.;2011;292000;2010-12-01;Diesel;17.2;204;A
399.700 kr.;2019;69000;2018-11-30;Diesel;22.9;194;A
398.800 kr.;2018;114000;2018-07-23;Diesel;23.4;194;A
120.000 kr.;2012;275000;2012-05-10;Diesel;19.6;170;A
239.800 kr.;2013;121000;2014-04-09;Diesel;13.9;231;A
89.700 kr.;2010;172000;2010-03-22;Benzin;14.9;156;M
97.900 kr.;2012;233000;2012-06-27;Diesel;20.8;136;M
189.900 kr.;2015;291000;2014-12-16;Diesel;22.7;170;A
149.900 kr.;2012;340000;2012-11-27;Diesel;13.9;231;A
219.900 kr.;2015;196000;2014-08-29;Diesel;23.3;170;A
219.500 kr.;2015;262000;2015-06-12;Diesel;22.7;170;A
69.900 kr.;2006;266000;2006-06-28;Benzin;11.7;143;A
138.000 kr.;2013;219000;2013-05-31;Diesel;19.6;136;A
519.900 kr.;2017;28000;2016-10-31;Benzin;16.1;184;A
314.900 kr.;2018;103000;2018-01-12;Diesel;22.7;170;A
329.800 kr.;2018;93000;2018-10-08;Diesel;21.3;170;A
799.900 kr.;2019;42000;2019-03-01;Benzin;10.8;390;A
429.800 kr.;2020;127000;2019-10-14;Diesel;24.4;194;A
459.900 kr.;2019;110000;2018-11-01;Benzin;16.7;258;A
109.900 kr.;2010;164000;2010-04-16;Benzin;13.9;184;A
239.000 kr.;2015;170543;2015-04-27;Diesel;22.7;170;A
219.800 kr.;2016;190000;2016-01-01;Diesel;23.3;136;A
249.900 kr.;2016;144000;2015-09-30;Diesel;22.2;136;A
369.900 kr.;2020;98000;2019-09-11;Diesel;22.9;194;A
299.900 kr.;2018;129000;2018-07-02;Diesel;22.7;170;A
109.800 kr.;2016;225000;2016-06-20;Diesel;21.3;170;A
219.900 kr.;2016;185000;2017-03-31;Diesel;23.3;136;A
42.989 kr.;2007;410000;2007-10-31;Diesel;14.7;170;A
429.900 kr.;2020;112000;2020-02-04;Plug-in hybrid Diesel;32.2;306;A
69.900 kr.;2010;368000;2010-09-23;Diesel;17.2;136;A
298.500 kr.;2016;103000;2016-02-22;Diesel;21.3;170;A
169.800 kr.;2015;163000;2015-02-24;Diesel;23.3;136;M
429.900 kr.;2019;163000;2018-11-28;Diesel;20.8;194;A
999.500 kr.;2017;79000;2017-08-14;Benzin;11.9;510;A
344.900 kr.;2019;70000;2018-08-02;Diesel;25;194;A
269.400 kr.;2016;179000;2016-09-05;Diesel;22.7;170;A
259.900 kr.;2018;222000;2018-06-28;Diesel;22.7;170;A
349.900 kr.;2019;129000;2018-11-01;Diesel;22.9;194;A
165.375 kr.;2018;129600;2018-09-28;Diesel;23.9;194;A
152.710 kr.;2018;143900;2018-09-28;Diesel;22.9;194;A
157.925 kr.;2018;119700;2018-09-28;Diesel;22.9;194;A
229.900 kr.;2016;159000;2016-03-01;Diesel;23.3;170;M
599.900 kr.;2019;35000;2019-05-23;Benzin;15.6;184;A
369.900 kr.;2019;71000;2019-04-29;Diesel;23.9;194;A
349.900 kr.;2017;135000;2016-09-30;Diesel;21.3;170;A
79.900 kr.;2012;541000;2011-06-14;Diesel;19.6;136;A
284.900 kr.;2017;135000;2017-07-07;Benzin;18.2;184;A
119.400 kr.;2010;279000;2010-10-11;Diesel;15.2;204;A
469.900 kr.;2020;61000;2019-10-14;Diesel;24.4;194;A
329.900 kr.;2017;100000;2018-04-26;Benzin;16.9;184;A
164.800 kr.;2012;171000;2011-09-01;Diesel;20.8;170;A
129.700 kr.;2012;271000;2012-03-19;Diesel;19.6;170;A
269.900 kr.;2018;232000;2018-10-05;Diesel;21.3;170;A
349.900 kr.;2017;132000;2018-02-09;Benzin;16.9;184;A
29.900 kr.;2007;306000;2007-06-12;Benzin;11.4;143;A
26.900 kr.;2001;418000;2001-11-01;Benzin;10.2;129;A
314.800 kr.;2015;155000;2014-10-29;Diesel;22.7;170;A
148.900 kr.;2013;197000;2013-04-02;Diesel;19.6;136;A
499.990 kr.;2021;48000;2021-03-19;Plug-in hybrid Benzin;32.7;320;A
309.900 kr.;2018;102000;2018-04-06;Diesel;21.3;170;A
279.900 kr.;2018;131000;2018-06-01;Diesel;22.7;170;A
289.900 kr.;2018;138000;2018-05-14;Diesel;22.7;170;A
307.800 kr.;2017;109000;2017-02-02;Diesel;22.7;170;A
369.895 kr.;2019;130000;2018-11-09;Diesel;23.9;194;A
228.900 kr.;2015;115000;2015-01-30;Diesel;23.3;136;M
344.900 kr.;2016;139000;2016-03-31;Benzin;17.5;211;A
319.895 kr.;2018;105000;2018-05-08;Benzin;17.9;184;A
179.500 kr.;2014;258000;2014-03-11;Diesel;19.2;170;A
68.500 kr.;2005;258000;2004-09-01;Benzin;9.3;170;M
499.999 kr.;2013;159000;2013-01-01;Benzin;8.2;487;A
379.895 kr.;2019;76000;2019-01-31;Diesel;22.9;194;A
379.895 kr.;2019;79000;2018-12-27;Diesel;22.9;194;A
249.900 kr.;2014;158000;2014-09-30;Diesel;22.2;170;A
74.400 kr.;2011;419000;2011-03-17;Diesel;17.2;204;A
419.895 kr.;2020;40000;2019-12-19;Diesel;22.9;194;A
439.895 kr.;2020;22000;2019-12-27;Diesel;22.9;194;A
