price;model_year;km;reg;fuel_type;fuel_economy;horse_power;gear_type;zip_code
509.900 kr.;2022;15000;2022-02-01;El;65.3;514;A;4200
518.900 kr.;2021;38000;2021-08-25;El;65.3;514;A;2605
519.900 kr.;2021;18000;2021-09-22;El;65.3;514;A;7200
514.900 kr.;2022;6000;2022-06-09;El;65.3;514;A;7200
498.500 kr.;2022;13000;2022-02-15;El;65.3;514;A;6800
539.900 kr.;2022;2000;2022-09-29;El;65.3;384;A;8600
529.900 kr.;2022;2000;2022-09-28;El;65.3;384;A;8600
539.900 kr.;2022;2000;2022-09-29;El;65.3;384;A;8600
495.000 kr.;2022;9000;2022-03-14;El;65.3;384;A;9000
479.000 kr.;2022;16000;2022-03-01;El;65.3;441;A;9210
495.000 kr.;2022;8350;2022-03-04;El;65.3;384;A;9000
539.800 kr.;2021;11000;2021-09-17;El;65.3;514;A;9440
599.800 kr.;2022;13000;2022-04-25;El;64.6;534;A;8620
484.995 kr.;2022;7000;2022-09-09;El;62.5;514;A;2765
499.000 kr.;2022;14000;2022-03-01;El;65.3;384;A;2800
488.800 kr.;2022;13000;2022-03-09;El;65.3;514;A;2630
479.900 kr.;2022;11000;2022-02-21;El;65.3;441;A;2610
564.900 kr.;2022;17000;2022-06-22;El;64.6;534;A;7200
579.800 kr.;2022;8000;2022-06-22;El;64.6;534;A;6760
494.900 kr.;2022;7000;2022-05-31;El;62.5;514;A;6270
479.500 kr.;2022;24000;2022-03-22;El;65.3;514;A;6630
520.000 kr.;2021;50000;2021-12-01;El;65.3;441;A;4500
469.900 kr.;2022;2000;2022-11-09;El;0;347;A;5762
494.900 kr.;2022;35000;2022-02-01;El;65.3;384;A;2630
615.000 kr.;2022;3000;2022-09-01;El;64.6;534;A;5000
489.800 kr.;2022;11000;2022-02-18;El;62.5;514;A;6400
469.000 kr.;2021;6700;2021-09-10;El;65.3;514;A;7430
519.900 kr.;2021;20000;2021-12-23;El;65.3;514;A;4000
449.900 kr.;2021;20000;2021-11-30;El;65.3;514;A;8600
509.900 kr.;2022;6000;2022-08-26;El;65.3;514;A;7200
500.000 kr.;2022;12000;2022-03-01;El;62.5;514;A;2610
489.800 kr.;2022;24000;2022-02-23;El;62.5;514;A;6400
495.000 kr.;2022;16000;2022-03-08;El;62.5;514;A;6400
529.800 kr.;2022;6000;2022-08-22;El;65.3;514;A;7200
517.700 kr.;2022;7000;2022-03-02;El;65.3;514;A;7200
443.700 kr.;2022;50874;2022-02-28;El;65.3;514;A;6330
499.800 kr.;2022;14000;2022-03-22;El;65.3;514;A;6400
569.900 kr.;2022;21000;2022-04-06;El;64.6;534;A;6400
494.900 kr.;2022;15000;2022-03-01;El;65.3;514;A;6400
499.900 kr.;2021;6000;2021-11-02;El;65.3;384;A;2610
471.000 kr.;2021;14000;2021-11-01;El;65.3;514;A;5200
520.000 kr.;2022;16000;2022-03-01;El;65.3;384;A;5300
508.800 kr.;2022;10000;2022-02-22;El;65.3;514;A;2605
493.900 kr.;2022;13000;2022-03-01;El;65.3;514;A;6400
575.000 kr.;2022;13000;2022-04-01;El;64.6;534;A;2800
469.900 kr.;2021;24000;2021-08-18;El;65.3;514;A;7400
484.300 kr.;2021;28000;2021-09-02;El;65.3;514;A;7100
499.500 kr.;2022;12000;2022-03-01;El;65.3;384;A;8270
515.000 kr.;2021;36000;2021-09-01;El;65.3;514;A;4060
469.000 kr.;2021;29000;2021-09-01;El;65.3;441;A;6600
609.420 kr.;2022;2000;2022-09-01;El;64.6;534;A;3500
599.800 kr.;2022;8000;2022-04-22;El;64.6;534;A;6270
469.700 kr.;2021;30000;2021-08-01;El;65.3;441;A;9575
499.000 kr.;2022;21000;2022-03-18;El;65.3;514;A;5230
509.800 kr.;2022;11000;2022-03-02;El;65.3;514;A;6760
529.500 kr.;2021;27000;2021-09-15;El;65.3;514;A;7900
599.800 kr.;2022;4800;2022-04-01;El;64.6;534;A;7400
464.000 kr.;2021;33000;2021-08-01;El;65.3;441;A;4700
469.900 kr.;2021;18000;2021-10-02;El;65.3;514;A;8600
489.880 kr.;2021;20000;2021-08-25;El;65.3;514;A;3400
669.500 kr.;2022;25;2022-06-28;El;64.6;534;A;7120
609.500 kr.;2022;25;2022-01-01;El;65.3;514;A;7120
559.500 kr.;2021;13000;2021-10-01;El;65.3;514;A;7120
609.500 kr.;2022;25;2022-01-01;El;65.3;514;A;7120
519.980 kr.;2022;7000;2022-06-20;El;65.3;514;A;8960
549.500 kr.;2022;11000;2022-01-31;El;65.3;514;A;7120
549.500 kr.;2022;12000;2022-02-16;El;65.3;514;A;7120
549.500 kr.;2022;12000;2022-02-14;El;65.3;514;A;7120
529.980 kr.;2022;9000;2022-03-01;El;65.3;514;A;8960
499.900 kr.;2022;27000;2022-02-04;El;65.3;514;A;8800
649.900 kr.;2022;11100;2022-03-28;El;64.6;534;A;6500
479.900 kr.;2021;19000;2021-11-05;El;65.3;514;A;8930
494.900 kr.;2021;23000;2021-11-16;El;65.3;514;A;7400
599.800 kr.;2022;6500;2022-06-22;El;64.6;534;A;6270
509.900 kr.;2022;6500;2022-03-11;El;65.3;514;A;7400
544.800 kr.;2022;2500;2022-09-14;El;65.3;514;A;6400
584.999 kr.;2022;7000;2022-02-15;El;65.3;514;A;4700
519.900 kr.;2022;12000;2022-03-17;El;65.3;514;A;8930
539.900 kr.;2022;1000;2022-09-29;El;65.3;514;A;8800
509.900 kr.;2022;6000;2022-03-21;El;65.3;514;A;8930
499.900 kr.;2022;8000;2022-02-25;El;65.3;514;A;6500
669.500 kr.;2022;100;2022-09-09;El;64.6;534;A;7120
489.900 kr.;2021;17000;2021-08-27;El;65.3;514;A;8920
489.900 kr.;2021;20000;2021-08-31;El;65.3;441;A;8920
564.900 kr.;2021;11000;2021-11-19;El;65.3;441;A;9381
503.200 kr.;2022;10000;2022-09-08;El;65.3;384;A;49751
549.900 kr.;2022;16000;2022-02-01;El;65.3;384;A;9381
529.000 kr.;2022;16000;2022-03-01;El;65.3;514;A;7100
570.000 kr.;2022;7000;2022-09-15;El;65.3;384;A;8370
550.000 kr.;2022;7000;2022-09-06;El;65.3;384;A;8370
609.500 kr.;2022;7000;2022-08-30;El;64.6;534;A;8370
484.700 kr.;2022;16447;2022-02-24;El;65.3;514;A;6330
509.900 kr.;2022;8000;2022-02-16;El;65.3;514;A;8930
559.900 kr.;2022;0;2022-08-16;El;65.3;514;A;8700
493.800 kr.;2022;13665;2022-03-13;El;65.3;514;A;6330
529.900 kr.;2022;10000;2022-02-18;El;65.3;514;A;5400
559.900 kr.;2022;0;2022-08-16;El;65.3;514;A;8700
499.900 kr.;2022;9000;2022-02-01;El;65.3;384;A;8930
519.900 kr.;2022;12000;2022-03-11;El;65.3;384;A;8930
529.900 kr.;2022;8000;2022-03-10;El;65.3;384;A;8930
489.900 kr.;2021;8000;2021-11-08;El;65.3;514;A;8920
469.000 kr.;2021;20000;2021-12-12;El;65.3;514;A;2670
519.900 kr.;2022;12000;2022-03-01;El;65.3;514;A;7200
519.900 kr.;2022;6000;2022-03-10;El;65.3;514;A;7200
599.800 kr.;2022;6200;2022-06-22;El;64.6;534;A;6270
574.999 kr.;2021;9000;2021-11-24;El;65.3;514;A;4700
509.900 kr.;2022;7000;2022-03-01;El;65.3;384;A;8930
529.900 kr.;2022;8000;2022-03-04;El;65.3;384;A;8930
539.900 kr.;2021;18000;2021-09-01;El;65.3;514;A;5210
529.900 kr.;2022;14000;2022-02-21;El;65.3;384;A;8920
509.900 kr.;2022;5000;2022-02-24;El;65.3;514;A;8721
499.400 kr.;2021;14000;2021-08-31;El;65.3;514;A;2630
529.800 kr.;2022;8500;2022-02-18;El;65.3;514;A;4700
529.800 kr.;2022;7300;2022-03-01;El;65.3;514;A;4700
534.800 kr.;2022;18000;2022-02-25;El;65.3;514;A;4700
519.900 kr.;2022;11000;2022-03-01;El;65.3;514;A;7200
457.800 kr.;2021;18259;2021-11-03;El;65.3;514;A;6330
499.900 kr.;2021;16000;2021-11-23;El;65.3;514;A;7700
529.900 kr.;2022;11000;2022-02-24;El;65.3;441;A;8930
499.900 kr.;2021;20000;2021-11-10;El;65.3;441;A;8930
485.000 kr.;2021;39000;2021-08-01;El;65.3;441;A;9200
529.900 kr.;2021;24000;2021-09-01;El;65.3;514;A;5700
549.900 kr.;2022;9500;2022-03-10;El;65.3;384;A;6500
479.900 kr.;2021;47000;2021-09-05;El;65.3;441;A;5762
499.900 kr.;2021;26000;2021-09-07;El;65.3;514;A;7700
489.900 kr.;2021;9900;2021-11-29;El;65.3;514;A;8766
539.900 kr.;2021;14000;2021-11-25;El;65.3;514;A;9430
529.000 kr.;2022;18000;2022-03-01;El;65.3;384;A;7800
509.900 kr.;2021;28000;2021-09-21;El;65.3;514;A;8920
468.800 kr.;2021;21660;2021-09-17;El;65.3;384;A;6330
