price;model_year;km;reg;fuel_type;fuel_economy;horse_power;gear_type
109.900 kr.;2018;33615;2018-08-16;Benzin;23.3;69;M
139.800 kr.;2015;93000;2016-04-06;Hybrid (Benzin + El);30.3;100;A
152.900 kr.;2017;60601;2017-08-23;Hybrid (Benzin + El);30.3;100;A
136.900 kr.;2018;112380;2018-05-02;Hybrid (Benzin + El);27.8;100;A
154.900 kr.;2020;10580;2021-05-10;Benzin;26.2;72;M
139.900 kr.;2019;92000;2019-05-24;Benzin;21.6;111;M
174.900 kr.;2019;50768;2019-09-17;Hybrid (Benzin + El);27;100;A
119.900 kr.;2015;100000;2015-08-20;Hybrid (Benzin + El);30.3;100;A
74.900 kr.;2015;129000;2015-01-08;Benzin;23.3;69;M
174.900 kr.;2019;22465;2019-01-11;Benzin;21.6;111;M
25.000 kr.;2007;367000;2006-10-02;Diesel;22.2;90;M
154.900 kr.;2019;57000;2019-06-19;Benzin;21.6;111;M
154.900 kr.;2019;45500;2019-05-13;Benzin;21.6;111;M
154.900 kr.;2019;36374;2019-05-13;Benzin;21.6;111;M
154.900 kr.;2019;36000;2019-11-21;Benzin;21.6;111;M
154.900 kr.;2019;33000;2019-08-26;Benzin;21.6;111;M
154.900 kr.;2019;43000;2019-06-13;Benzin;21.6;111;M
159.900 kr.;2019;19000;2019-09-02;Benzin;21.6;111;M
25.000 kr.;2011;284000;2011-10-25;Diesel;23.8;90;A
169.900 kr.;2019;23972;2019-05-01;Benzin;21.6;111;M
49.800 kr.;2007;104000;2007-05-24;Benzin;16.7;87;A
157.900 kr.;2017;49367;2017-11-23;Hybrid (Benzin + El);30.3;100;A
99.900 kr.;2015;60000;2015-09-29;Benzin;23.3;69;M
24.900 kr.;2008;228000;2008-06-12;Diesel;22.2;90;M
204.900 kr.;2021;13322;2021-08-30;Benzin;23.3;125;M
89.900 kr.;2012;100000;2012-03-07;Benzin;19.6;99;A
27.800 kr.;2007;232000;2007-04-26;Benzin;16.7;87;M
62.900 kr.;2015;176000;2015-03-30;Benzin;23.3;69;M
24.900 kr.;2006;213000;2006-09-01;Benzin;18.5;69;M
234.900 kr.;2021;8000;2021-02-24;Hybrid (Benzin + El);31.8;116;A
94.900 kr.;2016;98000;2016-12-19;Benzin;23.3;69;M
49.900 kr.;2009;138000;2009-09-29;Benzin;19.6;100;M
109.900 kr.;2015;46600;2015-08-24;Benzin;20.4;99;M
158.900 kr.;2017;42108;2017-11-23;Hybrid (Benzin + El);30.3;100;A
155.900 kr.;2017;54485;2017-08-23;Hybrid (Benzin + El);30.3;100;A
29.900 kr.;2008;208000;2008-04-07;Diesel;22.2;90;M
164.900 kr.;2020;17000;2020-06-11;Benzin;21.6;111;M
69.900 kr.;2015;120000;2016-05-27;Benzin;23.3;69;M
141.900 kr.;2018;96262;2018-01-17;Hybrid (Benzin + El);27;100;A
89.800 kr.;2016;117000;2016-08-16;Benzin;23.3;69;M
59.700 kr.;2015;198000;2015-01-27;Benzin;23.3;69;M
159.900 kr.;2021;10000;2021-03-05;Benzin;22.4;72;M
119.900 kr.;2017;79000;2018-03-14;Benzin;23.3;69;M
79.900 kr.;2012;112254;2012-05-02;Benzin;18.5;99;M
79.800 kr.;2011;90000;2012-07-20;Benzin;18.5;99;M
59.900 kr.;2012;214000;2012-01-17;Diesel;25;90;A
149.900 kr.;2017;76279;2017-11-23;Hybrid (Benzin + El);30.3;100;A
199.980 kr.;2020;9000;2020-06-17;Hybrid (Benzin + El);27;100;A
54.800 kr.;2012;132400;2012-07-20;Benzin;20.8;69;M
149.900 kr.;2019;35100;2019-04-05;Benzin;21.6;111;M
26.990 kr.;2000;211000;2000-09-07;Benzin;16.7;86;M
79.900 kr.;2015;105000;2016-02-02;Benzin;23.3;69;M
114.900 kr.;2016;117000;2016-06-02;Benzin;19.6;99;M
164.800 kr.;2018;54000;2018-09-25;Hybrid (Benzin + El);27;100;A
49.900 kr.;2012;169000;2012-05-08;Benzin;20.8;69;M
124.900 kr.;2015;73000;2015-12-22;Hybrid (Benzin + El);30.3;100;A
89.900 kr.;2014;125000;2014-04-29;Benzin;18.5;99;M
164.900 kr.;2020;43000;2020-03-30;Hybrid (Benzin + El);27;100;A
23.400 kr.;2003;180000;2003-03-04;Benzin;17.9;68;M
102.900 kr.;2016;102000;2016-02-02;Benzin;20.4;99;M
75.800 kr.;2011;84000;2014-09-15;Benzin;20.8;69;M
53.900 kr.;2008;113000;2008-03-05;Benzin;13.9;132;M
84.900 kr.;2016;113000;2016-05-04;Benzin;23.3;69;M
69.900 kr.;2011;117000;2012-07-30;Benzin;20.8;69;M
142.900 kr.;2017;56000;2017-06-22;Hybrid (Benzin + El);30.3;100;A
139.900 kr.;2018;111382;2018-04-18;Hybrid (Benzin + El);27;100;A
134.900 kr.;2016;59000;2015-12-04;Hybrid (Benzin + El);30.3;100;A
39.800 kr.;2011;229000;2011-01-03;Benzin;19.2;100;M
149.900 kr.;2019;53000;2019-01-18;Benzin;21.6;111;M
89.900 kr.;2015;96000;2016-07-18;Benzin;23.3;69;M
89.900 kr.;2015;100000;2016-07-18;Benzin;23.3;69;M
129.900 kr.;2017;37000;2017-09-14;Benzin;23.3;69;M
164.900 kr.;2019;20000;2019-07-12;Hybrid (Benzin + El);30.3;100;A
84.800 kr.;2014;35000;2014-12-03;Benzin;23.3;69;M
54.900 kr.;2008;91000;2008-10-23;Benzin;16.7;87;M
57.540 kr.;2012;153000;2012-10-31;Diesel;25.6;90;M
69.900 kr.;2013;177000;2013-08-01;Benzin;18.5;99;M
24.980 kr.;1999;89000;1999-11-17;Benzin;17.9;68;M
129.900 kr.;2018;32000;2018-02-05;Benzin;23.3;69;M
129.900 kr.;2018;33000;2018-02-05;Benzin;21.3;69;M
37.700 kr.;2008;189000;2007-11-26;Benzin;18.5;69;M
109.900 kr.;2016;73000;2016-07-06;Benzin;23.3;69;M
144.900 kr.;2018;26000;2018-12-19;Benzin;20.8;111;M
83.900 kr.;2014;108000;2014-03-20;Benzin;18.5;99;M
214.900 kr.;2021;4000;2021-11-15;Benzin;23.3;125;M
89.990 kr.;2015;155000;2016-06-21;Benzin;23.3;69;M
59.800 kr.;2013;136000;2012-01-11;Benzin;20.8;69;M
99.900 kr.;2015;49000;2015-09-02;Benzin;20.8;69;M
184.900 kr.;2020;17000;2020-10-28;Benzin;22.9;125;M
89.900 kr.;2014;125000;2014-04-29;Benzin;18.5;99;M
97.500 kr.;2015;77000;2015-06-01;Benzin;20.4;99;M
