price;model_year;km;reg;fuel_type;fuel_economy;horse_power;gear_type;zip_code
429.800 kr.;2021;9500;2021-11-16;El;75.1;498;A;4700
419.900 kr.;2021;17000;2021-11-01;El;66.9;513;A;7000
419.900 kr.;2021;14000;2021-08-01;El;66.9;513;A;7000
335.000 kr.;2021;11000;2021-10-01;El;77.8;325;A;9530
429.900 kr.;2022;15000;2022-03-07;El;75.1;498;A;7000
299.784 kr.;2020;24500;2020-12-11;El;74.1;325;A;6740
414.900 kr.;2022;18000;2022-03-01;El;75.1;498;A;7000
429.800 kr.;2021;10300;2021-11-25;El;75.1;498;A;4700
399.900 kr.;2021;18000;2021-09-01;El;75.1;498;A;7000
399.900 kr.;2021;18000;2021-10-01;El;75.1;498;A;7000
394.900 kr.;2021;48000;2020-12-18;El;66.9;513;A;5000
347.000 kr.;2020;34000;2020-06-28;El;69;498;A;7000
427.000 kr.;2021;41000;2021-09-14;El;66.9;513;A;7000
324.900 kr.;2021;40000;2021-08-17;El;77.8;325;A;8653
399.999 kr.;2021;24000;2021-05-31;El;75.1;498;A;2610
384.900 kr.;2022;21000;2022-02-02;El;75.1;498;A;7000
319.900 kr.;2020;68000;2020-03-19;El;75.1;498;A;7000
364.800 kr.;2022;6800;2022-03-25;El;74.1;283;A;8981
430.000 kr.;2021;34000;2020-12-01;El;75.1;498;A;2625
309.900 kr.;2021;87000;2021-03-01;El;77.8;283;A;9700
415.000 kr.;2021;20000;2021-08-01;El;66.9;513;A;3060
461.500 kr.;2022;13377;2022-03-04;El;75.1;498;A;7200
419.900 kr.;2021;48000;2021-05-27;El;66.9;513;A;8800
435.000 kr.;2022;12000;2022-03-01;El;75.1;498;A;7430
437.000 kr.;2022;14000;2022-03-01;El;75.1;498;A;7430
359.900 kr.;2022;18300;2022-03-07;El;74.1;283;A;6270
320.000 kr.;2021;35000;2021-09-01;El;77.8;283;A;9430
379.800 kr.;2022;22000;2022-03-28;El;76.7;325;A;8620
409.900 kr.;2021;10000;2021-08-25;El;75.1;498;A;7200
445.000 kr.;2022;7000;2022-03-01;El;75.1;498;A;4930
424.995 kr.;2021;14000;2021-12-01;El;66.9;513;A;2750
379.500 kr.;2020;24000;2020-08-01;El;69;442;A;2100
344.900 kr.;2022;8000;2022-03-22;El;74.1;283;A;6270
398.800 kr.;2021;26500;2021-09-09;El;75.1;498;A;2670
314.900 kr.;2019;81000;2019-05-31;El;74.1;306;A;7000
425.000 kr.;2020;44000;2020-12-01;El;66.5;513;A;2100
339.900 kr.;2021;7000;2021-12-01;El;77.8;283;A;8270
434.789 kr.;2022;11500;2022-03-17;El;75.1;498;A;6740
399.995 kr.;2022;13000;2022-02-10;El;75.1;498;A;2765
375.000 kr.;2020;57000;2020-06-01;El;69;498;A;5450
285.000 kr.;2019;161000;2019-03-01;El;69;462;A;3400
390.000 kr.;2021;23000;2021-09-01;El;75.1;476;A;8660
309.000 kr.;2019;38000;2019-06-01;El;74.1;306;A;1310
349.900 kr.;2020;62000;2020-02-01;El;66.5;513;A;9240
349.000 kr.;2019;48000;2019-08-01;El;69;462;A;9310
354.990 kr.;2022;14000;2022-03-01;El;74.1;283;A;2660
398.500 kr.;2021;20000;2021-06-02;El;75.1;498;A;2605
289.000 kr.;2020;46000;2020-03-01;El;74.1;283;A;3230
419.900 kr.;2021;6000;2021-09-28;El;75.1;476;A;8920
439.900 kr.;2022;16000;2022-03-01;El;75.1;498;A;3250
320.000 kr.;2020;65000;2020-09-01;El;69;442;A;8300
318.800 kr.;2021;68651;2021-03-09;El;77.8;325;A;2670
374.900 kr.;2022;10000;2022-03-01;El;76.7;325;A;5230
349.500 kr.;2020;53000;2020-03-20;El;69;498;A;6630
399.900 kr.;2021;20500;2021-03-19;El;66.9;513;A;2610
364.900 kr.;2022;17000;2022-03-07;El;74.1;283;A;8930
364.900 kr.;2021;12000;2021-12-20;El;76.7;325;A;8930
379.800 kr.;2022;21554;2022-03-18;El;76.7;325;A;2670
419.900 kr.;2021;14000;2021-12-29;El;75.1;495;A;8930
354.800 kr.;2022;18409;2022-02-23;El;74.1;283;A;2670
348.800 kr.;2019;119000;2019-12-09;El;66.5;490;A;2670
369.700 kr.;2020;63000;2020-09-08;El;66.5;513;A;8700
399.500 kr.;2021;43000;2020-12-23;El;66.9;513;A;6630
364.800 kr.;2022;5900;2022-03-29;El;74.1;283;A;8981
299.995 kr.;2019;114000;2019-06-05;El;74.1;306;A;2400
379.800 kr.;2020;23000;2019-09-28;El;66.5;513;A;7700
344.995 kr.;2022;12000;2022-08-29;El;74.1;283;A;2765
359.900 kr.;2019;49500;2019-02-20;El;66.5;483;A;5250
429.400 kr.;2021;23000;2021-05-28;El;66.9;513;A;2605
319.000 kr.;2019;61000;2019-02-01;El;69;462;A;6000
324.900 kr.;2020;57000;2019-12-27;El;69;498;A;9381
384.800 kr.;2020;61000;2020-08-25;El;69;491;A;4000
329.890 kr.;2019;76000;2019-03-20;El;69;491;A;4760
348.000 kr.;2020;27000;2020-08-01;El;74.1;306;A;2820
434.900 kr.;2021;21000;2021-11-26;El;75.1;498;A;2605
325.000 kr.;2021;13000;2022-01-01;El;77.8;325;A;1799
374.000 kr.;2020;58000;2020-02-01;El;69;442;A;1819
329.800 kr.;2021;48000;2021-03-01;El;77.8;283;A;5881
339.800 kr.;2022;13000;2022-02-23;El;76.7;325;A;8230
319.890 kr.;2019;99900;2019-08-05;El;69;491;A;4760
349.800 kr.;2021;28000;2021-10-27;El;77.8;325;A;8620
389.900 kr.;2021;23000;2021-05-04;El;75.1;498;A;2605
430.000 kr.;2021;13000;2021-01-16;El;75.1;498;A;2610
430.000 kr.;2021;11000;2021-08-21;El;75.1;498;A;2610
420.000 kr.;2021;36000;2021-05-04;El;75.1;498;A;2610
369.900 kr.;2019;125000;2019-06-27;El;66.5;490;A;2650
335.000 kr.;2021;16800;2021-01-01;El;77.8;283;A;5700
410.000 kr.;2021;55000;2021-03-01;El;75.1;495;A;8000
359.900 kr.;2022;8200;2022-02-21;El;76.7;325;A;6500
294.900 kr.;2020;149000;2020-03-01;El;69;442;A;7080
379.900 kr.;2021;16000;2021-12-01;El;75.1;498;A;7100
300.000 kr.;2020;23000;2020-12-01;El;74.1;283;A;8240
420.000 kr.;2021;19000;2021-09-22;El;75.1;498;A;2400
439.900 kr.;2022;14000;2022-06-03;El;66.9;513;A;8361
404.900 kr.;2022;14000;2021-12-01;El;75.1;498;A;6400
359.900 kr.;2020;59000;2020-08-01;El;66.5;513;A;4000
414.800 kr.;2021;14000;2021-11-29;El;75.1;498;A;6800
334.900 kr.;2021;18000;2021-11-04;El;77.8;325;A;8361
394.500 kr.;2021;11000;2021-09-01;El;75.1;476;A;8723
354.400 kr.;2021;10650;2021-10-14;El;77.8;325;A;7200
324.700 kr.;2021;33000;2021-02-11;El;77.8;283;A;7200
334.300 kr.;2021;24250;2021-03-10;El;77.8;283;A;7200
354.900 kr.;2022;11000;2022-03-01;El;74.1;283;A;6400
409.800 kr.;2021;17000;2021-11-23;El;75.1;498;A;6800
352.000 kr.;2021;8670;2021-12-16;El;77.8;325;A;9000
389.000 kr.;2021;30000;2021-03-17;El;75.1;498;A;6430
409.000 kr.;2021;15000;2021-12-01;El;75.1;498;A;5250
409.999 kr.;2021;20000;2021-05-01;El;66.9;513;A;4681
310.000 kr.;2019;82000;2019-03-01;El;69;440;A;2670
419.900 kr.;2021;21000;2021-11-17;El;75.1;498;A;8600
419.500 kr.;2022;33000;2021-03-01;El;66.9;513;A;8000
399.900 kr.;2020;40000;2020-04-01;El;69;498;A;8920
364.900 kr.;2020;60000;2020-03-17;El;66.5;483;A;6630
315.000 kr.;2020;60000;2020-09-01;El;69;491;A;4700
409.000 kr.;2021;61000;2021-06-01;El;66.9;513;A;8240
339.900 kr.;2021;12000;2021-05-25;El;77.8;325;A;8800
429.900 kr.;2021;23727;2021-09-30;El;75.1;498;A;2650
439.900 kr.;2021;14640;2021-09-28;El;75.1;498;A;2650
329.000 kr.;2019;74000;2019-04-01;El;69;462;A;7300
360.000 kr.;2020;53000;2020-01-01;El;66.5;513;A;6710
405.000 kr.;2021;39000;2020-12-01;El;75.1;476;A;3200
359.000 kr.;2022;13000;2022-01-01;El;74.1;283;A;8230
339.900 kr.;2022;19000;2022-02-02;El;76.7;325;A;6400
424.500 kr.;2021;13000;2021-09-24;El;66.9;513;A;6630
298.800 kr.;2019;75439;2019-09-18;El;74.1;306;A;2670
354.800 kr.;2022;20000;2022-02-18;El;76.7;325;A;2670
348.600 kr.;2022;26500;2022-03-22;El;76.7;325;A;2670
319.900 kr.;2021;42000;2021-06-01;El;74.1;306;A;4100
365.000 kr.;2019;63000;2019-03-01;El;69;440;A;2730
383.500 kr.;2021;17000;2021-03-19;El;75.1;498;A;7400
289.900 kr.;2020;38000;2020-09-18;El;74.1;325;A;4600
419.900 kr.;2020;29000;2020-10-01;El;66.5;513;A;2650
450.000 kr.;2022;7000;2022-06-01;El;66.9;513;A;8210
359.000 kr.;2019;69000;2019-09-01;El;66.5;490;A;2100
295.000 kr.;2020;78000;2020-03-01;El;74.1;325;A;6000
435.000 kr.;2021;16000;2021-12-01;El;75.1;498;A;8350
419.900 kr.;2022;6000;2022-03-01;El;75.1;498;A;9210
389.900 kr.;2021;33000;2021-11-03;El;75.1;498;A;8721
325.000 kr.;2022;15000;2022-05-01;El;76.7;325;A;5800
325.000 kr.;2021;21000;2021-01-01;El;77.8;325;A;2880
449.500 kr.;2021;12000;2021-11-01;El;75.1;495;A;8410
384.900 kr.;2021;23000;2021-09-20;El;75.1;498;A;8983
269.900 kr.;2019;106000;2019-09-01;El;74.1;306;A;7000
420.000 kr.;2021;30000;2021-02-01;El;66.9;513;A;7190
399.399 kr.;2021;28000;2021-12-01;El;66.9;513;A;8240
424.900 kr.;2021;20000;2021-08-26;El;66.9;513;A;7000
309.000 kr.;2021;21000;2021-08-01;El;77.8;325;A;2100
425.800 kr.;2022;9000;2022-03-01;El;75.1;498;A;6400
339.900 kr.;2022;11000;2022-02-25;El;76.7;325;A;6400
365.000 kr.;2022;11000;2021-12-01;El;75.1;498;A;5800
419.900 kr.;2021;39400;2021-12-02;El;75.1;498;A;2650
348.800 kr.;2019;49500;2019-11-22;El;69;491;A;2670
395.000 kr.;2021;29000;2021-06-01;El;66.9;513;A;8600
424.900 kr.;2021;13000;2021-12-01;El;75.1;476;A;8920
389.000 kr.;2020;38000;2021-01-01;El;66.5;513;A;2300
309.000 kr.;2019;125000;2019-04-01;El;69;462;A;4200
372.000 kr.;2020;42000;2019-12-01;El;66.5;513;A;2670
294.900 kr.;2021;65000;2021-10-28;El;77.8;283;A;6230
318.000 kr.;2022;16000;2021-12-01;El;76.7;325;A;5800
319.900 kr.;2019;80000;2019-05-22;El;69;476;A;2670
418.700 kr.;2022;19996;2022-04-06;El;75.1;498;A;6330
418.700 kr.;2022;23097;2022-03-18;El;75.1;498;A;6330
409.999 kr.;2022;7700;2022-03-14;El;76.7;325;A;4700
384.500 kr.;2020;49000;2020-05-01;El;66.5;513;A;5610
424.900 kr.;2022;14800;2022-03-01;El;75.1;498;A;7200
419.900 kr.;2022;20000;2022-03-01;El;75.1;498;A;7200
429.000 kr.;2021;27000;2021-09-01;El;75.1;498;A;5250
434.900 kr.;2021;6000;2021-09-02;El;66.9;513;A;7200
434.900 kr.;2021;6000;2021-12-03;El;66.9;513;A;7200
413.900 kr.;2021;10000;2021-07-05;El;75.1;495;A;3460
419.900 kr.;2021;22000;2021-11-03;El;75.1;495;A;8930
389.500 kr.;2021;36000;2021-06-01;El;75.1;476;A;9230
374.900 kr.;2022;16000;2022-02-05;El;76.7;325;A;5230
375.000 kr.;2021;18000;2021-08-01;El;75.1;498;A;2400
294.900 kr.;2020;48000;2020-09-24;El;74.1;283;A;7200
309.000 kr.;2020;45000;2020-12-16;El;74.1;325;A;2670
348.500 kr.;2022;15858;2022-03-14;El;76.7;325;A;2670
369.900 kr.;2020;93874;2020-06-24;El;69;491;A;2670
344.800 kr.;2021;12000;2021-03-16;El;77.8;283;A;9230
359.000 kr.;2021;28600;2021-08-26;El;77.8;325;A;7100
339.900 kr.;2021;32000;2021-03-02;El;77.8;325;A;9000
364.900 kr.;2021;35000;2021-02-22;El;77.8;283;A;8940
349.900 kr.;2022;15000;2022-02-16;El;76.7;325;A;9000
339.900 kr.;2021;15000;2021-12-03;El;77.8;325;A;9000
348.700 kr.;2022;19259;2022-02-21;El;74.1;283;A;6330
333.700 kr.;2022;15099;2022-03-15;El;74.1;283;A;6330
409.800 kr.;2020;43000;2020-09-01;El;66.5;513;A;9900
324.900 kr.;2019;130000;2019-07-08;El;69;476;A;8940
424.900 kr.;2021;9800;2021-12-16;El;75.1;498;A;6270
399.900 kr.;2021;30000;2021-09-29;El;75.1;498;A;8930
424.800 kr.;2021;27000;2021-06-06;El;75.1;498;A;9900
329.800 kr.;2021;17000;2021-09-08;El;77.8;325;A;6670
309.800 kr.;2019;31000;2019-09-26;El;74.1;306;A;9900
429.795 kr.;2022;10000;2022-03-11;El;75.1;498;A;6000
384.900 kr.;2020;19300;2019-12-18;El;75.1;476;A;2670
324.800 kr.;2021;26000;2021-08-09;El;77.8;325;A;2630
339.800 kr.;2021;35425;2021-09-24;El;76.7;325;A;9500
449.500 kr.;2021;24000;2020-12-29;El;75.1;476;A;7120
324.900 kr.;2021;42000;2021-03-18;El;77.8;325;A;8600
419.880 kr.;2021;16309;2021-09-20;El;75.1;498;A;3400
319.880 kr.;2020;25500;2020-08-27;El;74.1;283;A;3400
399.880 kr.;2021;24500;2021-08-03;El;75.1;498;A;3400
409.880 kr.;2021;16500;2021-09-22;El;75.1;498;A;3400
389.880 kr.;2021;30000;2021-09-16;El;75.1;498;A;3400
414.900 kr.;2021;9700;2021-12-15;El;75.1;498;A;6270
369.900 kr.;2019;101000;2019-05-01;El;66.5;490;A;2650
329.900 kr.;2021;17000;2021-03-09;El;77.8;325;A;8800
339.700 kr.;2021;44000;2021-03-05;El;77.8;283;A;6600
379.800 kr.;2020;46731;2019-12-20;El;66.5;513;A;2670
359.000 kr.;2022;17000;2021-11-08;El;76.7;325;A;7100
424.500 kr.;2022;8000;2022-02-24;El;75.1;498;A;8800
449.500 kr.;2021;17000;2021-02-23;El;75.1;495;A;7120
416.900 kr.;2021;44000;2020-12-01;El;75.1;476;A;9690
358.700 kr.;2022;8100;2022-03-18;El;74.1;283;A;7100
389.900 kr.;2019;35000;2019-03-29;El;69;491;A;9800
347.800 kr.;2021;16638;2021-12-03;El;77.8;325;A;2670
329.900 kr.;2021;17800;2021-03-22;El;77.8;325;A;3400
359.900 kr.;2022;11500;2022-02-24;El;76.7;325;A;3400
360.000 kr.;2020;61000;2020-03-09;El;74.1;283;A;2400
329.750 kr.;2021;23000;2021-10-01;El;77.8;325;A;9280
369.900 kr.;2022;7000;2022-03-28;El;74.1;283;A;7200
434.900 kr.;2021;18000;2021-02-26;El;75.1;495;A;9381
349.800 kr.;2021;23000;2021-09-27;El;77.8;325;A;4700
429.900 kr.;2022;22000;2021-10-05;El;75.1;498;A;7700
439.900 kr.;2021;9000;2021-09-24;El;75.1;498;A;7200
454.700 kr.;2022;8000;2022-02-17;El;66.9;513;A;6270
334.500 kr.;2021;14000;2021-09-17;El;77.8;325;A;8800
310.000 kr.;2021;13000;2021-03-01;El;77.8;283;A;1361
369.800 kr.;2020;98868;2020-02-26;El;75.1;476;A;2670
318.800 kr.;2019;49700;2019-09-18;El;74.1;306;A;2670
359.900 kr.;2022;7000;2022-03-22;El;74.1;283;A;8930
369.900 kr.;2021;27000;2021-03-29;El;77.8;283;A;8700
449.900 kr.;2021;6000;2021-06-21;El;66.9;513;A;8930
454.900 kr.;2022;8000;2022-02-22;El;66.9;513;A;8930
414.900 kr.;2021;9900;2021-12-16;El;75.1;498;A;6270
409.500 kr.;2021;44000;2021-06-17;El;66.9;513;A;4600
349.900 kr.;2020;69000;2020-01-22;El;69;491;A;8800
439.800 kr.;2022;7000;2022-02-14;El;75.1;498;A;6630
395.000 kr.;2021;33000;2021-03-17;El;75.1;498;A;6630
449.900 kr.;2022;14000;2022-03-22;El;66.9;513;A;6500
439.800 kr.;2022;12500;2022-02-23;El;75.1;498;A;2670
370.000 kr.;2020;28000;2020-08-01;El;69;491;A;9210
460.000 kr.;2022;16000;2022-03-03;El;66.9;513;A;4200
354.900 kr.;2021;17000;2021-03-22;El;77.8;283;A;8700
474.900 kr.;2021;13000;2021-12-01;El;66.9;513;A;5230
369.900 kr.;2021;56000;2020-12-07;El;75.1;498;A;5491
369.900 kr.;2022;24000;2022-02-18;El;74.1;283;A;8930
379.800 kr.;2020;41000;2020-02-27;El;75.1;476;A;2670
369.900 kr.;2020;63802;2020-04-01;El;75.1;476;A;2670
449.500 kr.;2022;6900;2021-12-03;El;75.1;498;A;2670
359.900 kr.;2019;50000;2019-10-15;El;69;476;A;4700
419.900 kr.;2021;17000;2021-12-03;El;75.1;495;A;8930
464.900 kr.;2022;7000;2022-03-01;El;66.9;513;A;8930
349.900 kr.;2019;47000;2019-03-28;El;69;440;A;8930
379.900 kr.;2021;30000;2021-03-12;El;77.8;283;A;2630
390.000 kr.;2021;58000;2021-05-01;El;75.1;441;A;8000
425.900 kr.;2021;11000;2021-06-01;El;66.9;513;A;4200
357.800 kr.;2022;12000;2022-03-20;El;76.7;325;A;2791
369.000 kr.;2022;8600;2022-02-09;El;74.1;283;A;7100
418.800 kr.;2021;29500;2020-12-09;El;75.1;498;A;2670
413.990 kr.;2021;32000;2021-03-26;El;75.1;498;A;8660
334.800 kr.;2021;19500;2021-06-14;El;77.8;325;A;2670
449.800 kr.;2021;36257;2021-09-28;El;75.1;495;A;9500
334.900 kr.;2021;25300;2021-03-05;El;77.8;325;A;2860
388.800 kr.;2019;48778;2019-09-26;El;66.5;490;A;2670
399.800 kr.;2021;19677;2021-09-01;El;75.1;498;A;2670
338.800 kr.;2022;7036;2021-12-22;El;76.7;325;A;2670
448.800 kr.;2021;19905;2021-05-27;El;75.1;498;A;2670
339.900 kr.;2021;23000;2021-01-28;El;77.8;325;A;6000
329.900 kr.;2020;48000;2020-12-01;El;74.1;325;A;8700
414.900 kr.;2021;26000;2021-03-30;El;75.1;498;A;7200
328.800 kr.;2021;27499;2021-10-21;El;77.8;325;A;2670
358.800 kr.;2019;59727;2019-09-14;El;69;462;A;2670
389.900 kr.;2021;18000;2022-01-01;El;77.8;325;A;8700
444.500 kr.;2022;25000;2021-12-13;El;75.1;498;A;2670
389.800 kr.;2022;6108;2022-02-07;El;74.1;283;A;9500
434.500 kr.;2021;17681;2021-09-27;El;75.1;498;A;2670
378.800 kr.;2021;22500;2021-11-04;El;77.8;325;A;2770
364.900 kr.;2022;14850;2021-12-29;El;74.1;283;A;2670
359.800 kr.;2021;13000;2021-10-27;El;74.1;306;A;6630
329.400 kr.;2021;14189;2021-12-20;El;76.7;325;A;6330
369.900 kr.;2022;6000;2022-03-04;El;74.1;283;A;8930
384.800 kr.;2021;19523;2021-12-15;El;77.8;325;A;9500
464.900 kr.;2022;11000;2022-02-22;El;66.9;513;A;7200
298.800 kr.;2020;85297;2020-02-13;El;74.1;306;A;2670
348.800 kr.;2022;10000;2021-12-14;El;74.1;283;A;2670
334.500 kr.;2021;20900;2021-06-09;El;77.8;325;A;3400
409.900 kr.;2021;15000;2021-12-08;El;75.1;498;A;7200
338.800 kr.;2021;18825;2021-06-07;El;77.8;325;A;2750
414.400 kr.;2021;13112;2021-11-03;El;75.1;498;A;2750
444.500 kr.;2022;25000;2021-12-09;El;75.1;498;A;2670
328.800 kr.;2021;28320;2021-11-03;El;77.8;325;A;2750
354.900 kr.;2021;17980;2021-06-09;El;77.8;325;A;2670
344.800 kr.;2022;23000;2022-02-14;El;74.1;283;A;6270
310.000 kr.;2020;67900;2020-01-01;El;74.1;283;A;3660
435.000 kr.;2021;2000;2021-12-12;El;66.9;513;A;2670
459.900 kr.;2022;6000;2022-03-11;El;66.9;513;A;7200
409.900 kr.;2021;28000;2021-10-29;El;75.1;495;A;8930
319.900 kr.;2020;25000;2020-12-21;El;74.1;325;A;8930
369.900 kr.;2022;8000;2022-03-10;El;74.1;283;A;8930
379.900 kr.;2020;25000;2020-08-24;El;69;440;A;8930
419.900 kr.;2021;18000;2021-11-06;El;75.1;495;A;8930
399.000 kr.;2022;6000;2022-03-09;El;74.1;283;A;8930
379.800 kr.;2020;66000;2019-12-02;El;69;491;A;2630
429.900 kr.;2020;43000;2020-12-08;El;75.1;498;A;7400
399.800 kr.;2021;7500;2021-12-14;El;77.8;325;A;4800
419.900 kr.;2022;10000;2022-02-28;El;75.1;498;A;5700
379.900 kr.;2022;8500;2022-02-16;El;74.1;283;A;5700
379.900 kr.;2022;8411;2022-02-20;El;74.1;283;A;5260
459.900 kr.;2022;8000;2022-02-07;El;66.9;513;A;7200
319.900 kr.;2020;45633;2020-04-08;El;74.1;325;A;6300
334.800 kr.;2022;38100;2021-11-22;El;74.1;283;A;2670
399.800 kr.;2022;6147;2022-02-15;El;74.1;283;A;9500
378.000 kr.;2021;49000;2020-11-22;El;75.1;498;A;2670
379.800 kr.;2021;24330;2021-07-30;El;77.8;325;A;9500
419.900 kr.;2021;26000;2021-04-01;El;75.1;476;A;8920
434.900 kr.;2021;18000;2021-11-30;El;75.1;476;A;8920
389.900 kr.;2020;34000;2020-09-21;El;69;491;A;5762
379.900 kr.;2022;9500;2022-03-01;El;74.1;283;A;2850
359.900 kr.;2020;23100;2020-12-08;El;74.1;325;A;2650
444.900 kr.;2022;9000;2022-03-08;El;75.1;498;A;7200
379.800 kr.;2021;15781;2021-06-02;El;77.8;325;A;9500
399.999 kr.;2021;10300;2021-09-01;El;77.8;325;A;4700
389.900 kr.;2021;30500;2021-08-23;El;77.8;325;A;2670
379.800 kr.;2021;23932;2021-06-29;El;77.8;325;A;9500
304.900 kr.;2021;19500;2021-03-17;El;77.8;325;A;3400
329.900 kr.;2021;12500;2021-03-17;El;77.8;325;A;3400
359.900 kr.;2022;17500;2022-02-15;El;76.7;325;A;7400
364.900 kr.;2022;8000;2022-03-14;El;74.1;283;A;7200
424.500 kr.;2021;22300;2021-09-21;El;75.1;498;A;2670
379.900 kr.;2021;67000;2020-12-15;El;75.1;476;A;8870
379.800 kr.;2021;25368;2021-12-09;El;77.8;325;A;9500
349.900 kr.;2022;9000;2021-12-09;El;76.7;325;A;8930
414.900 kr.;2021;17000;2021-09-27;El;75.1;476;A;8930
349.900 kr.;2019;60000;2019-09-25;El;69;476;A;5260
379.900 kr.;2021;40000;2021-04-22;El;77.8;325;A;8700
489.800 kr.;2022;9200;2022-02-23;El;75.1;498;A;4700
439.800 kr.;2022;19400;2022-03-07;El;75.1;498;A;4700
379.800 kr.;2022;8000;2022-01-04;El;76.7;325;A;6630
319.800 kr.;2020;52000;2020-04-06;El;69;491;A;7000
399.900 kr.;2021;15000;2020-11-18;El;75.1;441;A;8930
379.800 kr.;2021;8977;2021-08-17;El;77.8;325;A;9500
459.800 kr.;2021;14113;2021-11-16;El;75.1;498;A;9500
298.800 kr.;2020;71800;2020-03-16;El;74.1;306;A;2670
412.200 kr.;2021;56700;2021-06-24;El;66.9;513;A;2670
359.900 kr.;2021;19600;2021-08-20;El;77.8;325;A;2670
349.800 kr.;2021;47000;2020-09-01;El;75.1;476;A;4690
449.900 kr.;2022;8000;2022-02-21;El;66.9;513;A;8930
389.900 kr.;2021;14000;2021-12-02;El;75.1;495;A;8930
379.900 kr.;2021;41000;2021-05-14;El;75.1;495;A;8930
299.900 kr.;2020;89407;2020-03-05;El;74.1;325;A;5260
369.000 kr.;2022;18000;2021-12-09;El;76.7;325;A;7100
419.900 kr.;2021;27000;2021-06-02;El;66.9;513;A;8930
449.900 kr.;2021;10000;2021-06-23;El;66.9;513;A;8930
349.800 kr.;2021;28080;2021-03-04;El;77.8;283;A;9500
344.500 kr.;2021;12500;2021-08-20;El;77.8;325;A;7100
379.700 kr.;2021;27400;2021-12-08;El;77.8;325;A;7100
389.800 kr.;2021;6360;2021-09-22;El;77.8;325;A;9500
319.900 kr.;2021;23450;2021-03-05;El;77.8;325;A;3400
429.900 kr.;2022;13000;2022-02-28;El;75.1;498;A;7200
318.500 kr.;2021;24900;2021-06-04;El;77.8;325;A;3400
449.900 kr.;2022;9500;2022-02-16;El;75.1;498;A;7200
424.900 kr.;2021;47000;2021-03-25;El;66.9;513;A;5230
349.800 kr.;2022;14000;2022-02-17;El;76.7;325;A;8800
399.980 kr.;2022;7000;2022-02-21;El;74.1;283;A;8960
459.800 kr.;2021;17878;2021-11-24;El;75.1;495;A;9500
369.900 kr.;2022;7000;2022-02-17;El;76.7;325;A;8930
348.800 kr.;2020;53000;2020-06-02;El;69;440;A;2670
459.800 kr.;2021;13600;2021-12-20;El;75.1;498;A;4700
379.800 kr.;2022;8800;2022-02-11;El;74.1;283;A;7100
349.000 kr.;2021;15000;2021-06-18;El;77.8;325;A;7100
389.900 kr.;2021;27000;2021-03-01;El;77.8;325;A;8700
349.000 kr.;2021;12000;2021-08-19;El;77.8;325;A;7100
369.000 kr.;2022;15000;2021-12-23;El;76.7;325;A;7100
449.900 kr.;2022;12000;2022-02-17;El;66.9;513;A;8930
434.900 kr.;2021;22000;2021-11-29;El;66.9;513;A;7200
419.900 kr.;2021;30000;2020-12-26;El;66.9;513;A;6000
469.900 kr.;2022;6000;2022-02-16;El;66.9;513;A;7200
384.800 kr.;2021;16438;2021-09-13;El;77.8;325;A;9500
454.700 kr.;2022;13900;2022-02-14;El;66.9;513;A;6270
349.795 kr.;2021;22265;2021-10-21;El;77.8;325;A;7000
429.900 kr.;2022;6000;2022-06-08;El;75.1;498;A;6000
302.500 kr.;2021;36500;2021-11-10;El;77.8;325;A;3400
354.900 kr.;2021;7700;2021-12-23;El;77.8;325;A;3400
389.800 kr.;2021;21513;2021-03-15;El;77.8;283;A;9500
469.999 kr.;2021;10587;2021-11-25;El;75.1;498;A;4700
349.900 kr.;2021;14000;2021-05-26;El;77.8;325;A;5700
379.800 kr.;2021;21377;2021-08-21;El;77.8;325;A;9500
369.900 kr.;2022;6000;2022-02-14;El;76.7;325;A;8930
394.800 kr.;2021;13600;2021-12-07;El;77.8;325;A;9500
329.900 kr.;2019;88000;2019-12-17;El;69;476;A;8930
459.800 kr.;2021;24154;2021-09-13;El;75.1;498;A;9500
419.900 kr.;2021;31000;2021-03-19;El;66.9;513;A;8920
449.900 kr.;2021;19500;2021-08-23;El;75.1;441;A;9760
459.900 kr.;2022;8000;2022-03-18;El;66.9;513;A;7200
309.000 kr.;2020;27400;2020-08-24;El;74.1;306;A;7870
469.900 kr.;2021;19000;2021-12-03;El;75.1;476;A;9430
319.900 kr.;2019;26000;2019-06-21;El;74.1;306;A;8930
379.900 kr.;2020;28000;2020-03-13;El;69;440;A;8930
384.900 kr.;2020;17000;2020-09-24;El;69;440;A;8930
419.900 kr.;2021;11000;2021-09-23;El;75.1;498;A;8930
364.900 kr.;2022;17000;2022-02-18;El;76.7;325;A;5230
384.400 kr.;2021;28200;2021-02-18;El;75.1;498;A;2750
449.900 kr.;2021;6000;2021-09-21;El;75.1;476;A;9430
329.900 kr.;2019;77000;2019-09-23;El;74.1;283;A;5500
339.880 kr.;2019;70000;2019-06-21;El;69;476;A;3400
344.900 kr.;2021;14500;2021-05-31;El;77.8;325;A;3400
414.795 kr.;2021;12000;2021-11-03;El;75.1;498;A;7000
379.000 kr.;2022;9200;2021-12-21;El;76.7;325;A;7100
399.900 kr.;2021;9000;2021-11-05;El;77.8;325;A;9440
379.800 kr.;2021;22616;2021-06-09;El;77.8;325;A;9500
334.900 kr.;2021;17000;2021-06-01;El;77.8;325;A;6500
