price;model_year;km;reg;fuel_type;fuel_economy;horse_power;gear_type;zip_code
180.000 kr.;2017;92000;2017-05-01;Benzin;20.8;150;A;8800
96.900 kr.;2012;87000;2012-03-22;Benzin;19.6;90;M;5220
99.500 kr.;2016;0;2016-06-29;Diesel;28.6;90;A;4700
75.000 kr.;2010;147000;2010-03-01;Diesel;23.3;90;A;2300
149.898 kr.;2016;92000;2015-12-01;Benzin;21.3;150;A;8000
119.999 kr.;2016;83000;2015-09-15;Benzin;24.4;95;M;4652
104.500 kr.;2015;104000;2014-06-27;Benzin;21.3;90;M;8660
74.800 kr.;2011;117000;2011-09-30;Benzin;16.9;85;M;5260
89.800 kr.;2014;146000;2014-03-05;Benzin;19.6;90;M;8464
49.800 kr.;2010;199000;2010-09-01;Benzin;16.9;85;M;8600
239.900 kr.;2022;8000;2022-01-13;Benzin;22;95;A;2860
239.900 kr.;2022;16000;2021-12-27;Benzin;22;95;A;2860
269.900 kr.;2022;26000;2021-10-19;Benzin;20.9;110;A;6400
344.900 kr.;2022;5000;2022-04-26;Benzin;17.5;207;A;4930
299.900 kr.;2019;49000;2019-02-24;Benzin;17.7;200;A;8600
56.900 kr.;2011;232000;2011-07-29;Diesel;27;90;M;8800
93.000 kr.;2015;149000;2015-04-01;Benzin;21.3;90;M;7000
120.000 kr.;2017;73000;2017-09-01;Benzin;23.8;95;M;2100
89.900 kr.;2015;163000;2015-05-01;Benzin;21.3;90;M;8381
61.900 kr.;2011;153000;2011-06-16;Diesel;26.3;75;M;8800
214.900 kr.;2019;18000;2018-12-13;Benzin;22.9;115;A;7160
139.900 kr.;2017;69000;2017-07-04;Benzin;21.3;90;M;4700
214.800 kr.;2020;9000;2019-10-08;Benzin;22.9;115;A;3400
175.000 kr.;2019;90000;2019-02-01;Benzin;22.9;115;A;2500
129.900 kr.;2015;70000;2015-04-23;Benzin;20.8;110;M;2630
230.000 kr.;2020;58000;2019-12-19;Benzin;18;200;A;2610
184.900 kr.;2018;109000;2018-04-06;Benzin;21.3;115;A;8721
174.900 kr.;2018;105000;2018-04-01;Benzin;21.3;115;A;2980
139.500 kr.;2017;40000;2017-07-20;Benzin;23.8;95;M;7400
149.500 kr.;2016;112000;2015-09-29;Benzin;20.8;150;M;2600
149.900 kr.;2018;67000;2018-04-24;Benzin;20.8;75;M;9400
119.900 kr.;2017;107000;2016-07-27;Benzin;23.8;95;M;9400
194.900 kr.;2018;69000;2018-06-20;Benzin;21.3;115;A;4200
260.000 kr.;2020;30000;2020-02-04;Benzin;18;200;A;2610
270.000 kr.;2019;17000;2019-01-28;Benzin;18;200;A;2610
189.900 kr.;2020;5000;2020-05-27;Benzin;23.9;95;M;8800
199.900 kr.;2021;7000;2021-01-27;Benzin;22.8;95;M;8800
224.900 kr.;2022;8000;2021-12-21;Benzin;23.3;95;M;2770
179.800 kr.;2019;113000;2018-04-11;Diesel;28.2;95;A;8462
239.900 kr.;2022;4000;2022-03-09;Benzin;22;95;A;2770
215.000 kr.;2019;130000;2019-06-07;Benzin;16.9;200;A;8200
75.000 kr.;2014;147000;2013-10-01;Benzin;19.6;90;M;4690
109.700 kr.;2017;148000;2017-07-03;Diesel;27;90;M;9310
184.900 kr.;2018;64000;2017-12-22;Benzin;21.7;95;A;8210
239.500 kr.;2021;11000;2021-11-04;Benzin;21.2;110;A;2980
119.900 kr.;2015;134000;2014-05-13;Benzin;20.8;110;M;7400
89.800 kr.;2013;165000;2013-08-22;Diesel;27;90;M;4000
139.900 kr.;2015;52000;2014-09-17;Benzin;20.8;110;M;4600
234.900 kr.;2022;15000;2022-03-07;Benzin;22;95;A;2770
239.900 kr.;2022;11000;2021-12-17;Benzin;22;95;A;2770
119.900 kr.;2013;135000;2013-03-21;Benzin;21.7;140;M;2630
209.900 kr.;2020;44000;2020-10-08;Benzin;23.4;115;A;2770
199.995 kr.;2019;88000;2019-03-01;Diesel;25.6;95;A;8600
224.900 kr.;2021;29000;2021-07-01;Benzin;21.2;110;A;9881
279.900 kr.;2022;10000;2022-11-01;Benzin;21.6;110;A;2770
19.500 kr.;2002;197000;2002-04-10;Benzin;15.5;75;M;2770
8.900 kr.;2000;210000;2000-07-13;Benzin;16;60;M;4300
199.890 kr.;2018;16000;2018-07-31;Benzin;21.7;95;A;4760
108.000 kr.;2015;140000;2015-01-01;Benzin;21.3;90;M;9000
179.900 kr.;2018;74000;2018-06-26;Benzin;21.7;95;A;8600
214.900 kr.;2019;53000;2019-03-27;Benzin;22.9;115;A;7160
239.700 kr.;2022;13000;2022-01-26;Benzin;22;95;A;2860
174.900 kr.;2019;49000;2019-07-30;Benzin;23.9;95;M;6715
189.900 kr.;2018;50000;2017-11-23;Benzin;21.7;95;A;2200
109.800 kr.;2015;125000;2015-02-16;Benzin;21.3;90;M;4600
137.700 kr.;2017;12000;2017-02-01;Diesel;27.8;75;M;7400
194.900 kr.;2019;38000;2018-12-27;Benzin;23.4;95;A;3460
149.900 kr.;2018;73000;2017-11-10;Benzin;22.7;95;M;8700
44.900 kr.;2009;308000;2009-11-03;Diesel;23.8;75;M;6670
99.900 kr.;2015;78000;2014-11-05;Benzin;21.3;60;M;6300
164.900 kr.;2016;86000;2016-01-01;Benzin;21.3;150;A;9900
128.700 kr.;2016;97000;2016-02-25;Benzin;21.3;90;M;7120
349.800 kr.;2022;4000;2022-09-19;Benzin;17.5;207;A;5700
224.900 kr.;2020;60000;2020-01-16;Benzin;23.4;115;A;5200
54.900 kr.;2013;234000;2012-06-29;Diesel;27;90;M;6990
154.999 kr.;2018;83000;2018-02-01;Benzin;20.8;75;M;2450
143.900 kr.;2015;63000;2014-07-30;Benzin;21.3;90;A;8600
199.800 kr.;2020;38000;2020-02-24;Benzin;22.9;95;A;3400
99.900 kr.;2017;169000;2017-02-27;Benzin;23.8;95;M;7400
24.800 kr.;2005;189000;2005-01-03;Benzin;15.5;75;M;8940
99.900 kr.;2017;182000;2017-07-03;Benzin;23.8;95;M;8370
74.900 kr.;2014;164000;2013-10-08;Diesel;29.4;75;M;6270
173.900 kr.;2018;97000;2018-07-01;Benzin;21.7;95;A;8700
209.900 kr.;2021;13000;2021-07-02;Benzin;21.6;95;A;8270
109.800 kr.;2017;100000;2016-08-01;Benzin;24.4;95;M;2860
129.900 kr.;2017;116000;2017-02-09;Benzin;21.3;90;M;7000
39.900 kr.;2008;203000;2008-03-12;Benzin;15.9;80;M;7000
189.900 kr.;2017;93000;2017-02-01;Benzin;21.3;150;A;8653
189.995 kr.;2018;95000;2018-05-24;Benzin;21.3;115;A;8700
179.900 kr.;2017;47000;2017-04-26;Benzin;21.3;90;A;9800
164.900 kr.;2018;40000;2018-06-06;Benzin;22.7;95;M;8240
104.900 kr.;2017;152000;2016-08-15;Benzin;24.4;95;M;4690
179.900 kr.;2019;87000;2019-05-29;Diesel;29.7;95;M;6715
249.900 kr.;2020;80000;2019-11-27;Benzin;18;200;A;6760
209.900 kr.;2018;18000;2018-07-30;Benzin;21.7;115;M;2600
109.900 kr.;2015;68000;2014-08-05;Benzin;20.8;75;M;8680
253.000 kr.;2020;46000;2019-10-01;Benzin;18;200;A;6100
239.900 kr.;2022;8000;2022-03-10;Benzin;22;95;A;8240
34.900 kr.;2010;286000;2010-02-12;Diesel;23.8;90;M;2880
224.900 kr.;2022;8500;2021-11-25;Benzin;23.3;95;M;8240
229.900 kr.;2021;15000;2021-08-30;Benzin;23.4;110;A;2860
139.800 kr.;2016;130000;2015-10-01;Benzin;21.3;150;A;7700
259.900 kr.;2022;8000;2022-05-30;Benzin;21.6;95;A;8600
157.900 kr.;2016;109000;2016-03-15;Benzin;21.3;150;A;2680
159.900 kr.;2018;73000;2018-06-07;Benzin;22.7;95;M;3400
269.800 kr.;2018;52000;2018-08-31;Benzin;16.9;200;A;9900
149.000 kr.;2015;126000;2015-06-01;Benzin;21.3;150;A;5672
159.900 kr.;2018;71000;2018-06-11;Benzin;22.7;95;M;9000
84.900 kr.;2012;156000;2012-08-08;Diesel;27;90;M;8600
74.900 kr.;2014;298000;2014-09-19;Diesel;32.3;75;M;8600
164.900 kr.;2018;52000;2018-05-01;Benzin;22.7;95;M;6270
91.000 kr.;2013;101000;2012-11-01;Benzin;18.9;105;M;3400
214.900 kr.;2019;38000;2019-04-01;Benzin;21.3;115;A;2970
259.000 kr.;2020;26000;2020-06-01;Benzin;18;200;A;2300
162.900 kr.;2019;40000;2018-11-01;Benzin;23.9;95;M;8660
180.000 kr.;2019;54000;2019-05-01;Benzin;21.7;95;A;7120
239.800 kr.;2021;26000;2020-12-15;Benzin;23.4;110;A;2670
159.900 kr.;2015;154000;2014-10-17;Benzin;21.3;150;A;8600
119.500 kr.;2015;52000;2015-04-20;Benzin;24.4;95;M;5270
224.900 kr.;2022;4000;2022-05-03;Benzin;23.3;95;M;8240
104.900 kr.;2015;151000;2014-10-21;Diesel;32.3;75;M;9430
284.900 kr.;2020;20000;2019-12-02;Benzin;18;200;A;4400
214.800 kr.;2022;11000;2021-12-02;Benzin;23.3;95;M;4800
109.900 kr.;2017;123000;2017-03-01;Benzin;23.8;95;M;8586
160.000 kr.;2017;147000;2017-02-01;Benzin;20.8;150;A;8600
239.900 kr.;2022;15000;2021-12-28;Benzin;22;95;A;8270
275.000 kr.;2020;55000;2020-01-23;Benzin;18;200;A;7430
179.900 kr.;2018;98000;2018-06-22;Benzin;21.3;115;A;6950
234.900 kr.;2021;8000;2021-12-20;Benzin;23.4;110;A;2860
74.900 kr.;2011;160500;2011-11-28;Benzin;16.9;85;M;2720
84.900 kr.;2015;190000;2014-06-19;Diesel;29.4;90;M;7250
124.800 kr.;2017;88000;2017-01-26;Benzin;21.3;90;M;7400
169.900 kr.;2014;152000;2014-04-04;Benzin;16.9;180;A;6300
149.700 kr.;2017;145000;2016-12-13;Benzin;21.3;150;A;7400
119.800 kr.;2015;121000;2014-07-10;Benzin;21.3;90;M;9800
174.900 kr.;2018;60000;2018-08-14;Benzin;22.7;95;M;2600
64.999 kr.;2010;262000;2010-10-22;Diesel;23.2;90;A;7500
214.900 kr.;2019;44000;2019-04-25;Benzin;22.9;115;A;2200
19.900 kr.;2004;199000;2004-04-14;Benzin;15.1;101;M;8600
194.900 kr.;2019;54000;2019-07-05;Benzin;23.4;115;M;2200
69.900 kr.;2012;150000;2011-12-23;Benzin;16.9;85;M;2650
199.900 kr.;2021;39000;2020-12-13;Benzin;21.6;95;A;5700
43.700 kr.;2010;383000;2010-06-10;Diesel;29.4;75;M;9310
124.900 kr.;2017;96000;2017-02-08;Benzin;24.4;95;M;4300
139.900 kr.;2016;110000;2016-06-03;Benzin;20.8;110;M;2770
269.900 kr.;2019;34000;2019-05-23;Benzin;18;200;A;7700
177.800 kr.;2019;96000;2018-12-01;Diesel;28.2;95;A;2300
94.900 kr.;2015;131000;2015-04-14;Benzin;24.4;95;M;4600
145.000 kr.;2016;114000;2015-11-01;Benzin;21.3;150;A;8740
257.895 kr.;2019;49000;2019-04-01;Benzin;18;200;A;7182
114.500 kr.;2015;121000;2014-06-01;Benzin;20.8;110;M;6100
149.000 kr.;2015;132000;2014-12-01;Benzin;21.3;150;A;3650
49.900 kr.;2014;316000;2014-03-25;Diesel;27;90;M;7400
229.900 kr.;2022;20000;2022-04-08;Benzin;22;95;A;2770
180.000 kr.;2019;29000;2019-06-21;Benzin;23.9;95;M;2770
119.900 kr.;2017;108000;2017-03-01;Benzin;23.8;95;M;8930
229.900 kr.;2020;35000;2020-01-24;Benzin;23.4;95;A;2670
139.900 kr.;2017;73000;2017-01-18;Benzin;21.3;90;M;4300
144.900 kr.;2017;46000;2017-05-01;Benzin;21.3;90;M;3520
90.000 kr.;2015;137732;2015-04-29;Diesel;29.4;90;M;4130
159.900 kr.;2018;61000;2018-04-23;Benzin;22.7;95;M;3400
259.900 kr.;2018;67000;2018-08-22;Benzin;16.9;200;A;4200
139.900 kr.;2016;43000;2016-02-25;Benzin;21.3;90;M;6893
54.900 kr.;2014;247000;2014-06-27;Diesel;29.4;90;M;9310
64.900 kr.;2009;170000;2009-09-03;Benzin;16.9;85;M;4300
44.999 kr.;2010;301900;2010-12-06;Diesel;27;90;M;8600
142.900 kr.;2017;104000;2017-04-10;Benzin;21.3;90;A;5220
194.900 kr.;2020;25000;2020-10-06;Benzin;23.9;95;M;6270
239.900 kr.;2022;11000;2022-02-08;Benzin;22;95;A;2770
134.900 kr.;2015;48000;2015-02-12;Benzin;21.3;90;M;8800
56.900 kr.;2011;220000;2011-09-12;Diesel;29.4;75;M;6240
94.900 kr.;2014;71000;2013-07-11;Benzin;19.6;90;M;9800
114.800 kr.;2016;115000;2016-07-14;Diesel;29.4;90;M;8260
239.900 kr.;2022;14000;2022-03-10;Benzin;22;95;A;2860
49.900 kr.;2010;225000;2010-05-06;Diesel;23.8;75;M;8700
184.895 kr.;2020;24000;2020-05-26;Benzin;23.9;95;M;2600
144.800 kr.;2017;125000;2017-01-04;Benzin;21.3;90;A;2630
87.800 kr.;2013;152000;2012-07-20;Diesel;27;90;M;9800
109.900 kr.;2016;109000;2015-08-19;Benzin;24.4;95;M;8800
14.400 kr.;2005;356000;2005-08-08;Diesel;20.8;64;M;6340
259.900 kr.;2022;12000;2021-09-16;Benzin;21.6;110;A;6270
139.500 kr.;2015;76000;2014-10-10;Benzin;21.3;90;A;5270
169.900 kr.;2020;54000;2019-09-26;Benzin;23.9;95;M;4400
199.900 kr.;2018;40000;2018-07-18;Benzin;21.7;95;A;3600
57.999 kr.;2010;168000;2010-06-02;Benzin;18.2;60;M;8600
149.500 kr.;2017;36000;2017-11-07;Benzin;21.3;90;M;2600
99.900 kr.;2014;65000;2013-07-24;Benzin;19.6;90;M;8240
71.900 kr.;2011;183000;2011-03-04;Diesel;29.4;75;M;7250
269.900 kr.;2022;13000;2021-12-21;Benzin;21.6;110;A;8240
149.900 kr.;2014;61000;2014-09-17;Benzin;21.3;110;A;8600
204.700 kr.;2019;74000;2019-04-23;Benzin;22.9;115;A;8250
44.000 kr.;2011;258000;2011-11-29;Benzin;19.2;70;M;4200
119.500 kr.;2017;114000;2017-03-06;Benzin;23.8;95;M;8660
179.900 kr.;2019;44000;2019-08-29;Benzin;23.9;95;M;2200
129.900 kr.;2015;76000;2015-05-06;Benzin;21.3;90;M;2200
119.900 kr.;2016;110000;2016-06-06;Benzin;21.3;90;M;2635
204.900 kr.;2019;47000;2019-03-05;Diesel;28.2;95;A;8210
144.900 kr.;2015;153000;2015-01-09;Benzin;21.3;150;A;7250
94.900 kr.;2016;170000;2016-06-23;Benzin;24.4;95;M;6670
74.900 kr.;2013;123000;2013-01-15;Benzin;19.2;70;M;8600
259.900 kr.;2020;39000;2020-01-10;Benzin;19;200;A;8800
69.900 kr.;2014;165000;2014-01-01;Diesel;29.4;75;M;8600
169.900 kr.;2019;60000;2019-02-20;Benzin;23.9;95;M;7000
349.500 kr.;2022;2000;2022-11-20;Benzin;17.5;207;A;2980
199.900 kr.;2018;45000;2018-07-03;Benzin;21.3;115;A;6760
199.900 kr.;2019;57000;2019-04-25;Diesel;28.2;95;A;8210
269.900 kr.;2022;5000;2021-12-02;Benzin;21.6;110;A;8240
67.900 kr.;2010;167000;2010-07-26;Benzin;16.9;85;M;4300
129.800 kr.;2016;67000;2016-03-31;Benzin;21.3;90;M;8920
104.800 kr.;2015;150000;2015-02-20;Diesel;32.3;75;M;9800
224.900 kr.;2022;9000;2021-11-25;Benzin;23.3;95;M;8240
194.900 kr.;2018;58000;2018-08-27;Benzin;21.3;115;A;5700
64.400 kr.;2013;342000;2013-01-03;Diesel;23.3;90;A;6340
248.000 kr.;2018;51000;2018-04-01;Benzin;16.9;200;A;1354
194.900 kr.;2020;47000;2020-11-24;Benzin;23.4;95;A;9500
259.900 kr.;2022;6000;2022-03-31;Benzin;21.6;95;A;8600
224.900 kr.;2021;12000;2021-07-29;Benzin;21.6;95;A;2860
274.900 kr.;2021;11000;2021-03-18;Benzin;18.9;150;A;3460
59.900 kr.;2009;173300;2009-08-04;Benzin;16.9;85;M;5854
169.900 kr.;2020;57000;2020-03-31;Benzin;23.4;80;M;7000
99.900 kr.;2014;76000;2014-01-01;Benzin;19.6;90;M;2680
124.900 kr.;2015;112000;2015-01-01;Benzin;20.8;110;M;8600
114.800 kr.;2015;77000;2014-10-15;Benzin;21.3;90;M;8920
179.900 kr.;2019;37000;2019-08-26;Benzin;23.9;95;M;2600
229.900 kr.;2019;49000;2019-11-27;Benzin;23.8;115;M;8240
62.900 kr.;2010;162000;2009-10-01;Benzin;16.9;85;M;8600
94.800 kr.;2016;181000;2016-07-07;Benzin;21.3;90;M;4200
224.900 kr.;2022;10000;2021-11-25;Benzin;23.3;95;M;8240
224.900 kr.;2022;8000;2021-11-25;Benzin;23.3;95;M;8240
197.900 kr.;2020;77000;2020-02-10;Diesel;28.2;95;A;4390
239.900 kr.;2022;11000;2021-11-30;Benzin;22;95;A;2770
259.900 kr.;2019;41400;2019-08-08;Benzin;17.7;200;A;4200
139.800 kr.;2016;73000;2016-07-07;Benzin;21.3;90;M;8300
184.895 kr.;2019;36000;2019-04-30;Benzin;23.9;95;M;2600
173.900 kr.;2018;92000;2017-11-30;Benzin;21.7;95;A;5800
249.900 kr.;2022;10000;2022-07-27;Benzin;21.6;95;A;2200
207.900 kr.;2020;31000;2020-01-03;Benzin;22.9;95;A;6990
90.999 kr.;2013;120400;2012-10-18;Benzin;19.6;90;M;7400
184.895 kr.;2019;33000;2019-05-29;Benzin;23.9;95;M;2600
224.800 kr.;2022;13000;2021-11-29;Benzin;23.3;95;M;2200
279.800 kr.;2022;9500;2021-11-30;Benzin;21.6;110;A;2200
274.900 kr.;2019;44000;2019-03-19;Benzin;17.7;200;A;2860
189.900 kr.;2018;63000;2018-10-03;Benzin;21.7;115;M;2860
354.900 kr.;2022;3000;2022-04-28;Benzin;17.5;207;A;6950
169.000 kr.;2019;148000;2019-01-16;Diesel;28.2;95;A;9900
49.400 kr.;2012;329000;2012-01-13;Diesel;27;90;M;6340
349.900 kr.;2022;2000;2022-04-26;Benzin;17.5;207;A;8240
259.900 kr.;2022;3000;2021-09-01;Benzin;21.6;110;A;8240
190.000 kr.;2018;56000;2018-06-25;Benzin;21.7;95;A;2600
224.900 kr.;2022;9000;2021-11-29;Benzin;23.3;95;M;8240
49.999 kr.;2010;238000;2010-10-07;Diesel;30.3;75;M;2650
239.900 kr.;2022;12000;2022-03-17;Benzin;22;95;A;2860
74.700 kr.;2013;135000;2012-11-14;Benzin;18.2;60;M;4300
139.900 kr.;2018;105000;2018-05-29;Benzin;20.8;75;M;4760
189.895 kr.;2019;48000;2019-05-27;Benzin;23.8;115;M;2600
184.895 kr.;2019;19000;2018-12-11;Benzin;23.9;95;M;2600
199.900 kr.;2022;16000;2022-01-03;Benzin;21.6;80;M;9440
109.900 kr.;2015;74000;2015-01-01;Benzin;20.8;75;M;8600
134.900 kr.;2016;74000;2015-10-15;Benzin;24.4;95;M;2200
184.895 kr.;2020;26000;2019-11-28;Benzin;23.9;95;M;2600
149.900 kr.;2016;92000;2015-10-26;Benzin;21.3;90;A;2630
129.700 kr.;2016;46000;2016-06-20;Benzin;21.3;90;M;9310
244.900 kr.;2019;91000;2019-02-26;Benzin;17.7;200;A;6270
130.900 kr.;2017;110000;2016-10-07;Diesel;29.4;90;M;8722
184.900 kr.;2019;25000;2019-08-29;Benzin;22.7;95;M;2860
119.400 kr.;2017;120000;2016-12-19;Benzin;24.4;95;M;6400
79.900 kr.;2014;130000;2013-10-31;Diesel;29.4;75;M;4200
69.900 kr.;2012;170000;2012-05-23;Diesel;29.4;75;M;4600
174.800 kr.;2020;65000;2019-11-19;Benzin;23.9;95;M;8541
224.900 kr.;2022;10000;2021-11-30;Benzin;23.3;95;M;2200
109.900 kr.;2017;177000;2017-03-30;Diesel;27;90;M;4600
154.800 kr.;2018;144000;2018-05-30;Benzin;21.7;115;M;5210
169.800 kr.;2018;121000;2018-05-03;Benzin;21.7;95;A;8541
132.200 kr.;2016;127000;2016-06-21;Benzin;21.3;90;M;8200
179.880 kr.;2019;115000;2018-11-21;Benzin;22.9;115;A;9400
224.000 kr.;2021;12000;2021-05-31;Benzin;21.6;95;A;9900
129.800 kr.;2016;107000;2016-07-06;Diesel;29.4;90;M;2630
184.900 kr.;2019;88000;2019-02-27;Benzin;23.4;115;M;3400
56.700 kr.;2011;245000;2010-12-23;Diesel;29.4;75;M;9310
269.900 kr.;2022;3000;2021-08-26;Benzin;21.6;110;A;8270
219.800 kr.;2021;12000;2021-04-28;Benzin;21.6;95;A;5854
279.900 kr.;2022;2000;2021-09-29;Benzin;20.9;110;A;8270
349.900 kr.;2022;4000;2022-04-25;Benzin;17.5;207;A;4300
175.000 kr.;2018;51000;2017-11-16;Benzin;21.7;115;M;3000
99.900 kr.;2015;135000;2015-01-29;Benzin;21.3;90;M;6000
235.000 kr.;2019;45000;2019-08-01;Benzin;21.6;150;A;4300
224.900 kr.;2020;38600;2019-09-27;Benzin;22.9;115;A;5400
169.900 kr.;2018;78000;2018-07-04;Benzin;21.7;115;M;8783
209.900 kr.;2021;14000;2021-08-30;Benzin;21.6;95;A;2860
229.000 kr.;2019;79000;2019-05-02;Benzin;17.7;200;A;3400
184.900 kr.;2018;89000;2018-02-26;Benzin;21.7;95;A;2860
52.900 kr.;2010;217000;2010-10-27;Diesel;29.4;75;M;8800
159.900 kr.;2015;53000;2014-10-10;Benzin;20.8;150;M;5560
119.800 kr.;2016;94241;2016-09-29;Benzin;21.3;90;M;2860
59.700 kr.;2011;225000;2011-08-09;Benzin;18.9;105;M;9310
179.900 kr.;2018;78000;2017-12-18;Benzin;21.7;95;A;6300
129.700 kr.;2016;118000;2015-12-29;Benzin;21.3;90;A;9310
209.900 kr.;2019;34000;2019-05-09;Diesel;28.2;95;A;4200
146.500 kr.;2017;70500;2017-04-11;Benzin;21.3;90;A;8800
179.900 kr.;2018;100000;2018-07-11;Diesel;25.6;95;A;7100
359.900 kr.;2022;8000;2022-07-01;Benzin;17.5;207;A;3400
69.999 kr.;2011;179000;2011-03-16;Diesel;27;90;M;8382
119.895 kr.;2017;87000;2016-10-05;Benzin;24.4;95;M;8783
184.900 kr.;2019;32000;2019-06-26;Benzin;23.9;95;M;2860
119.800 kr.;2016;128000;2016-01-22;Diesel;29.4;90;M;6270
34.800 kr.;2008;205000;2008-12-01;Diesel;22.2;80;M;8883
119.900 kr.;2017;99000;2017-02-13;Benzin;24.4;95;M;5400
169.900 kr.;2018;72000;2018-06-21;Benzin;22.7;95;M;8660
299.800 kr.;2019;51874;2019-07-01;Benzin;17.7;200;A;8600
189.900 kr.;2021;32000;2020-11-20;Benzin;23.9;95;M;2200
104.800 kr.;2015;116000;2015-03-27;Benzin;24.4;95;M;9800
159.900 kr.;2018;24000;2018-04-26;Benzin;20.8;75;M;9400
175.000 kr.;2018;69000;2018-08-30;Benzin;21.7;95;A;9900
269.900 kr.;2022;5000;2021-09-01;Benzin;21.6;110;A;2450
82.400 kr.;2012;102000;2012-03-12;Benzin;16.9;85;M;2880
229.800 kr.;2019;57000;2019-08-01;Benzin;21.6;150;A;2200
169.900 kr.;2017;82000;2017-04-27;Benzin;21.3;110;A;8240
209.900 kr.;2021;11000;2021-06-30;Benzin;21.6;95;A;2860
189.900 kr.;2021;35000;2020-12-02;Benzin;22.8;95;M;6270
155.000 kr.;2016;56000;2016-03-01;Benzin;23.8;95;A;2600
124.800 kr.;2015;51000;2014-08-28;Benzin;21.3;90;M;4180
184.900 kr.;2019;97000;2019-03-28;Diesel;28.2;95;A;8960
172.900 kr.;2018;85000;2018-06-13;Benzin;21.7;95;A;8920
79.880 kr.;2009;78000;2009-09-11;Benzin;16.9;85;M;6200
329.500 kr.;2022;2000;2022-11-20;Benzin;17.5;207;A;2980
114.800 kr.;2015;107000;2015-05-06;Benzin;21.3;90;M;8660
129.795 kr.;2016;81000;2016-07-18;Benzin;24.4;95;M;5250
274.900 kr.;2022;6000;2021-10-29;Benzin;21.6;110;A;8270
159.900 kr.;2019;83000;2018-09-28;Benzin;23.9;95;M;4500
139.800 kr.;2017;121000;2017-05-17;Benzin;23.8;95;A;3460
49.900 kr.;2011;290000;2011-08-02;Diesel;27;90;M;7400
129.900 kr.;2015;167000;2015-02-12;Benzin;20.8;150;M;7200
129.700 kr.;2017;129000;2016-12-12;Benzin;20.8;150;M;9310
189.900 kr.;2018;77000;2017-12-14;Benzin;21.3;115;A;6270
179.900 kr.;2016;84000;2015-12-07;Benzin;21.3;150;A;6580
194.900 kr.;2018;88000;2018-02-12;Benzin;21.3;115;A;4300
84.900 kr.;2015;125000;2014-11-14;Benzin;20;60;M;4340
174.900 kr.;2016;62000;2016-06-14;Benzin;20.8;150;M;2200
108.000 kr.;2015;63000;2014-11-27;Benzin;21.3;60;M;2400
159.800 kr.;2017;93000;2017-03-23;Diesel;29.4;90;M;9440
37.900 kr.;2007;137000;2007-06-07;Diesel;22.2;80;M;4300
175.900 kr.;2018;29000;2017-11-09;Benzin;22.7;95;M;8722
149.900 kr.;2018;46000;2018-04-26;Benzin;20.8;75;M;8240
259.990 kr.;2020;54000;2019-10-28;Benzin;18;200;A;3400
224.900 kr.;2022;5000;2021-10-27;Benzin;23.3;95;M;2770
189.800 kr.;2016;45000;2016-06-15;Benzin;21.3;150;A;9800
174.900 kr.;2018;58000;2018-08-30;Benzin;22.7;95;M;2600
99.900 kr.;2015;154000;2014-07-15;Diesel;29.4;90;M;7200
114.900 kr.;2016;106000;2016-04-18;Benzin;24.4;95;M;2840
64.900 kr.;2014;180000;2014-02-11;Diesel;27;90;M;8260
224.900 kr.;2022;9000;2021-10-27;Benzin;23.3;95;M;2770
254.900 kr.;2021;6000;2021-08-02;Benzin;21.2;110;A;2630
174.900 kr.;2019;40500;2019-05-27;Benzin;23.9;95;M;7361
189.900 kr.;2020;26000;2020-03-03;Benzin;23.9;95;M;6270
279.900 kr.;2022;12000;2021-09-29;Benzin;20.9;110;A;2770
160.000 kr.;2018;55000;2018-06-18;Benzin;22.7;95;M;6100
153.900 kr.;2017;118000;2017-02-28;Diesel;26.3;90;A;7700
124.800 kr.;2017;85000;2017-04-28;Benzin;24.4;95;M;2880
129.800 kr.;2017;72000;2016-10-10;Benzin;21.3;90;M;8722
129.900 kr.;2017;53000;2017-01-01;Benzin;21.3;90;M;2680
164.900 kr.;2018;32000;2018-04-24;Benzin;22.7;95;M;4400
223.900 kr.;2022;6600;2021-11-16;Benzin;23.3;95;M;4200
49.880 kr.;2010;214000;2010-12-09;Benzin;16.9;85;M;6200
209.800 kr.;2019;27500;2019-05-06;Benzin;23.4;95;A;2670
219.800 kr.;2022;12000;2021-11-30;Benzin;23.3;95;M;2200
9.900 kr.;1999;170000;1999-08-30;Benzin;15.9;60;M;8600
54.900 kr.;2012;236000;2012-07-30;Diesel;29.4;75;M;8800
207.995 kr.;2019;51000;2019-02-22;Benzin;23.4;95;A;2670
149.900 kr.;2014;108000;2014-03-05;Benzin;22.2;140;A;8240
164.700 kr.;2018;30000;2018-08-22;Benzin;22.7;95;M;9310
249.900 kr.;2019;62000;2019-08-29;Benzin;17.7;200;A;4200
76.800 kr.;2013;209000;2013-03-08;Benzin;19.6;90;M;6630
169.500 kr.;2021;12500;2021-09-16;Benzin;22.4;80;M;2980
127.900 kr.;2016;84000;2015-08-28;Benzin;24.4;95;M;4300
159.800 kr.;2018;32000;2018-03-01;Benzin;20.8;75;M;4700
269.900 kr.;2022;13000;2021-08-25;Benzin;21.6;110;A;8270
99.900 kr.;2017;173000;2017-02-14;Benzin;23.8;95;M;6580
134.980 kr.;2015;65000;2014-10-22;Benzin;20.8;110;M;4653
76.800 kr.;2012;178000;2012-04-26;Diesel;27;90;M;5210
