price;model_year;km;reg;fuel_type;fuel_economy;horse_power;gear_type;zip_code
62.700 kr.;2014;169000;2014-06-25;Benzin;23.3;100;M;9310
76.000 kr.;2014;118000;2014-05-01;Benzin;23.3;100;M;9600
114.000 kr.;2016;76000;2017-01-18;Benzin;23.3;125;M;2630
122.500 kr.;2018;95000;2017-07-21;Benzin;23.3;100;M;7500
109.500 kr.;2017;83000;2017-03-10;Benzin;23.3;125;M;8600
54.900 kr.;2010;104000;2010-02-26;Benzin;18.2;60;M;3650
144.900 kr.;2018;51000;2018-07-31;Benzin;22.9;100;M;9500
179.900 kr.;2020;57000;2020-03-05;Diesel;31.4;85;M;7000
99.990 kr.;2014;96000;2014-06-26;Benzin;23.3;100;M;8660
154.800 kr.;2020;34351;2020-01-24;Benzin;26.2;125;M;9500
159.900 kr.;2020;67500;2020-08-31;Diesel;31.4;85;M;6300
97.995 kr.;2015;117000;2015-12-04;Benzin;22.2;140;M;4100
149.800 kr.;2020;56000;2020-05-27;Diesel;31.4;85;M;6800
85.000 kr.;2016;85000;2017-03-01;Benzin;23.3;125;M;2650
135.500 kr.;2019;80000;2019-05-01;Diesel;28.9;85;M;9800
91.790 kr.;2014;39000;2015-01-01;Benzin;23.3;125;M;2970
164.900 kr.;2018;60000;2018-09-28;Benzin;21.6;140;M;6000
97.450 kr.;2015;97000;2015-06-24;Benzin;22.2;140;M;2610
82.900 kr.;2014;109000;2015-01-01;Benzin;23.3;100;M;7100
83.000 kr.;2015;143000;2014-10-01;Benzin;23.3;125;M;2770
104.900 kr.;2017;143000;2016-11-25;Benzin;22.2;140;M;8600
85.300 kr.;2016;81000;2016-10-26;Benzin;23.3;80;M;4700
74.500 kr.;2014;143000;2014-06-30;Benzin;23.3;125;M;4700
69.000 kr.;2014;125000;2014-05-01;Benzin;23.3;100;M;8940
153.900 kr.;2020;76000;2020-01-23;Benzin;26.2;125;M;9600
199.900 kr.;2022;3000;2022-01-31;Benzin;24.2;125;M;7700
98.500 kr.;2017;79000;2018-03-28;Diesel;31.3;95;M;5260
59.800 kr.;2014;186000;2014-08-29;Benzin;23.3;125;M;3630
80.000 kr.;2015;167000;2014-11-01;Benzin;23.3;125;M;2700
29.900 kr.;2008;197000;2008-10-30;Diesel;23.8;90;M;4300
44.900 kr.;2013;229700;2013-07-17;Benzin;23.3;65;M;2650
124.900 kr.;2018;102000;2017-06-30;Benzin;23.3;100;M;8600
118.900 kr.;2016;76000;2017-04-28;Benzin;23.3;125;M;6900
64.900 kr.;2014;100000;2013-11-29;Benzin;23.3;65;M;4800
79.800 kr.;2015;126000;2015-01-22;Benzin;23.3;125;M;5260
174.900 kr.;2021;19000;2021-03-05;Benzin;24.2;125;M;7700
264.900 kr.;2022;2000;2022-09-29;Benzin;22.9;125;A;7100
94.800 kr.;2014;96000;2014-04-30;Benzin;23.3;125;M;9800
78.900 kr.;2014;107000;2014-04-28;Benzin;23.3;100;M;4300
89.800 kr.;2016;169000;2016-08-19;Benzin;22.2;140;M;8883
163.900 kr.;2021;23200;2020-12-10;Benzin;24.2;125;M;4100
132.700 kr.;2019;87000;2018-09-27;Benzin;22.9;125;M;8940
199.900 kr.;2021;18000;2021-08-02;Benzin;24.2;155;M;9800
99.700 kr.;2015;92000;2015-10-29;Benzin;23.3;125;M;9700
77.900 kr.;2014;111000;2013-08-30;Benzin;23.3;125;M;4000
129.800 kr.;2018;137000;2018-06-28;Benzin;22.2;140;M;8940
82.900 kr.;2016;103997;2016-10-20;Benzin;23.3;80;M;2860
82.900 kr.;2014;89000;2014-09-29;Benzin;23.3;100;M;8600
35.000 kr.;2008;192000;2007-11-11;Benzin;13.5;150;M;4100
