price;model_year;km;reg;fuel_type;fuel_economy;horse_power;gear_type;zip_code
359.900 kr.;2021;9000;2021-10-27;Plug-in hybrid Benzin;46.9;204;A;7000
379.500 kr.;2021;48000;2020-12-22;Plug-in hybrid Benzin;42.4;204;A;7120
364.900 kr.;2021;29000;2020-09-09;Benzin;22.9;150;A;2770
179.800 kr.;2018;124000;2017-10-01;Benzin;22.2;116;M;8783
269.800 kr.;2018;75000;2018-08-10;Diesel;22.7;150;A;9800
284.800 kr.;2019;45000;2019-05-27;Benzin;21.1;150;A;2670
244.900 kr.;2018;88000;2017-10-26;Benzin;20;150;A;4300
299.995 kr.;2017;56000;2017-10-02;Diesel;23.3;150;M;8700
129.900 kr.;2015;195000;2015-05-05;Diesel;26.3;110;M;7000
299.900 kr.;2019;49000;2019-05-20;Benzin;18;190;A;5200
229.900 kr.;2017;75000;2017-03-29;Plug-in hybrid Benzin;35.1;204;A;6780
214.900 kr.;2016;84996;2016-11-25;Benzin;17.9;190;M;5260
314.895 kr.;2019;32000;2019-10-11;Benzin;21.6;150;A;2600
169.900 kr.;2016;118000;2016-10-31;Benzin;21.3;116;M;5500
359.900 kr.;2021;16000;2021-10-28;Plug-in hybrid Benzin;46.9;204;A;5200
219.795 kr.;2017;147500;2017-12-28;Diesel;22.7;150;A;5250
209.900 kr.;2015;96000;2015-12-09;Plug-in hybrid Benzin;32.7;204;A;8600
214.995 kr.;2016;123000;2016-03-02;Plug-in hybrid Benzin;33.8;204;A;9000
279.900 kr.;2020;29000;2020-02-10;Plug-in hybrid Benzin;33.8;204;A;8600
250.000 kr.;2017;111000;2017-07-13;Diesel;25;116;A;9600
120.000 kr.;2016;185000;2015-11-01;Diesel;29.4;110;M;5220
39.500 kr.;2007;142000;2006-12-21;Benzin;13.8;102;M;6760
244.800 kr.;2018;82000;2017-12-18;Plug-in hybrid Benzin;35.1;204;A;9230
174.999 kr.;2013;172000;2013-04-01;Benzin;17.9;180;A;2300
64.400 kr.;2008;196000;2007-07-27;Benzin;13.5;160;M;6340
24.900 kr.;1998;206000;1998-09-03;Benzin;11.2;125;A;4300
189.999 kr.;2016;132000;2016-03-22;Diesel;25;110;A;8700
174.900 kr.;2016;124000;2016-02-04;Diesel;25;110;M;8300
209.900 kr.;2018;150000;2018-03-06;Diesel;25;116;A;7400
439.900 kr.;2019;40000;2019-03-28;Benzin;17.7;190;A;2860
339.900 kr.;2018;72000;2018-01-19;Benzin;19.6;150;A;2980
134.900 kr.;2015;157500;2014-08-11;Diesel;26.3;110;M;9900
194.800 kr.;2015;108000;2015-03-05;Diesel;22.7;150;A;6000
158.800 kr.;2014;157000;2013-09-13;Diesel;22.2;150;A;6580
160.000 kr.;2016;139200;2016-01-01;Diesel;24.4;150;M;7100
429.900 kr.;2021;23000;2021-09-07;Plug-in hybrid Benzin;42.5;245;A;4300
409.900 kr.;2022;9000;2022-05-04;Plug-in hybrid Benzin;42.4;204;A;9000
279.900 kr.;2017;31500;2017-01-25;Plug-in hybrid Benzin;33.8;204;A;8700
48.990 kr.;2007;172000;2007-03-13;Benzin;13.2;102;A;2630
324.895 kr.;2020;17000;2020-03-02;Benzin;21.1;150;A;2600
144.900 kr.;2014;197000;2013-10-28;Diesel;23.8;150;M;8600
324.900 kr.;2021;37000;2021-07-16;Plug-in hybrid Benzin;38.8;204;A;8800
419.800 kr.;2020;41000;2020-07-14;Benzin;20.8;150;A;4180
209.800 kr.;2016;69000;2016-05-11;Benzin;20;125;M;3480
219.900 kr.;2019;114000;2018-11-16;Diesel;27.5;116;A;7100
149.900 kr.;2008;172000;2008-09-24;Benzin;13.2;200;A;3320
239.800 kr.;2015;87000;2014-05-13;Benzin;20;140;M;6240
174.900 kr.;2014;51000;2014-10-16;Diesel;23.8;150;M;8654
74.900 kr.;2009;173000;2009-10-08;Diesel;19.6;140;M;4300
284.900 kr.;2015;46000;2014-11-03;Benzin;20.4;150;A;2980
309.900 kr.;2020;28000;2019-09-13;Benzin;21.6;150;A;8660
379.900 kr.;2021;37990;2021-10-26;Plug-in hybrid Benzin;42.4;204;A;2860
176.900 kr.;2018;90000;2018-06-07;Diesel;25;116;M;4600
354.900 kr.;2019;32400;2019-07-23;Benzin;19.7;150;M;8250
390.000 kr.;2020;19000;2020-07-03;Benzin;20.8;150;A;6715
239.800 kr.;2017;77000;2017-04-06;Diesel;22.2;150;A;9800
124.900 kr.;2012;177000;2012-10-24;Diesel;22.7;140;M;7900
234.900 kr.;2017;57000;2017-07-06;Plug-in hybrid Benzin;35.1;204;A;8600
234.900 kr.;2018;160000;2017-08-17;Benzin;20;150;A;8210
219.900 kr.;2015;60482;2015-09-29;Plug-in hybrid Benzin;32.7;204;A;2860
279.900 kr.;2019;53000;2019-06-27;Diesel;28.2;116;A;5200
224.900 kr.;2018;79800;2017-11-01;Plug-in hybrid Benzin;35.1;204;A;9381
179.980 kr.;2015;78000;2014-06-12;Benzin;21.3;150;M;8960
89.990 kr.;2013;230000;2012-07-31;Diesel;25.6;105;A;6893
364.900 kr.;2021;11400;2021-07-12;Plug-in hybrid Benzin;42.4;204;A;9230
229.900 kr.;2017;71000;2017-03-10;Plug-in hybrid Benzin;33.8;204;A;6500
184.500 kr.;2011;101000;2011-02-04;Diesel;23.3;105;M;7400
79.900 kr.;2010;150000;2010-08-17;Benzin;14.5;102;M;2610
344.900 kr.;2021;21000;2021-05-31;Plug-in hybrid Benzin;46.9;204;A;8240
274.900 kr.;2016;53000;2016-05-27;Benzin;20.8;150;M;9800
59.900 kr.;2010;305000;2010-04-26;Diesel;23.8;105;M;9381
89.700 kr.;2012;124000;2012-05-11;Diesel;23.8;105;M;9310
439.900 kr.;2022;10000;2022-01-28;Benzin;19.8;150;A;5200
294.900 kr.;2019;59000;2019-02-26;Diesel;24.4;150;A;8800
299.900 kr.;2020;46000;2019-10-04;Diesel;24.4;150;A;8800
259.995 kr.;2017;118000;2016-12-28;Diesel;25.6;110;A;8600
34.995 kr.;2007;345000;2007-07-20;Diesel;20;105;M;8600
179.900 kr.;2015;110000;2015-03-05;Benzin;21.3;150;M;4100
199.900 kr.;2016;118000;2016-05-17;Benzin;21.7;150;A;4700
469.900 kr.;2022;6000;2022-03-31;Plug-in hybrid Benzin;42.5;245;A;8240
239.900 kr.;2015;86000;2014-05-22;Benzin;18.9;125;M;8700
354.800 kr.;2019;81000;2019-06-24;Benzin;18;190;A;8600
149.999 kr.;2009;185000;2009-06-17;Diesel;18.9;140;M;5220
234.800 kr.;2017;38000;2017-03-13;Plug-in hybrid Benzin;33.8;204;A;7400
209.800 kr.;2014;130000;2014-08-07;Diesel;23.8;150;M;4180
174.700 kr.;2015;226000;2014-08-21;Benzin;20;150;M;9310
399.900 kr.;2019;37000;2019-11-13;Benzin;17.7;190;A;9800
79.400 kr.;2012;216000;2012-05-09;Diesel;23.8;105;M;6340
194.900 kr.;2015;65000;2014-09-09;Benzin;21.3;150;A;8240
99.900 kr.;2011;207000;2011-05-05;Diesel;23.8;105;M;2650
204.800 kr.;2016;77000;2015-09-25;Plug-in hybrid Benzin;32.7;204;A;9632
172.900 kr.;2013;181000;2012-06-21;Benzin;14.9;160;M;7400
234.900 kr.;2017;77500;2017-03-13;Plug-in hybrid Benzin;33.8;204;A;6000
179.500 kr.;2015;88000;2014-08-27;Diesel;24.4;150;M;8800
409.900 kr.;2022;4000;2022-01-20;Benzin;20.8;150;A;9000
299.900 kr.;2018;35000;2018-01-01;Plug-in hybrid Benzin;33.8;204;A;8960
89.900 kr.;2013;198000;2012-10-19;Diesel;23.8;105;M;8600
229.880 kr.;2016;93000;2016-10-05;Benzin;20.4;150;A;3400
184.700 kr.;2018;185000;2018-06-15;Diesel;25;116;A;9310
229.900 kr.;2016;129000;2016-02-11;Benzin;20.8;150;A;8700
164.900 kr.;2014;90200;2014-11-12;Benzin;20.8;140;M;2400
374.900 kr.;2019;40000;2019-06-19;Benzin;21.1;150;A;9000
299.900 kr.;2016;70000;2016-02-24;Benzin;20;150;A;2980
119.900 kr.;2015;249000;2015-01-01;Diesel;25;150;M;8520
217.900 kr.;2018;48000;2018-01-05;Diesel;24.4;116;M;2680
99.900 kr.;2011;201000;2011-03-03;Benzin;17.2;125;M;4300
379.500 kr.;2021;32000;2020-12-01;Plug-in hybrid Benzin;42.4;204;A;3000
284.900 kr.;2019;37000;2019-01-09;Benzin;21.6;150;A;8660
429.900 kr.;2022;8000;2021-12-21;Plug-in hybrid Benzin;42.5;245;A;5200
254.800 kr.;2017;88000;2016-12-27;Diesel;26.3;110;A;2630
249.800 kr.;2019;107000;2019-05-16;Benzin;20;150;M;2630
359.900 kr.;2019;36000;2019-04-26;Benzin;18;190;A;8600
274.500 kr.;2020;57000;2020-04-02;Plug-in hybrid Benzin;38.8;204;A;8800
372.900 kr.;2022;12000;2022-06-17;Plug-in hybrid Benzin;46.9;204;A;9000
229.000 kr.;2015;60000;2015-12-14;Plug-in hybrid Benzin;32.7;204;A;2400
234.900 kr.;2016;52000;2016-06-30;Plug-in hybrid Benzin;32.7;204;A;4300
349.900 kr.;2019;35000;2019-04-30;Benzin;21.1;150;A;8800
109.999 kr.;2013;269000;2013-04-22;Diesel;23.8;150;M;8600
374.900 kr.;2019;32000;2019-06-24;Benzin;21.1;150;A;9000
149.900 kr.;2014;214000;2014-05-12;Diesel;22.2;150;A;9800
374.900 kr.;2019;71000;2019-06-20;Benzin;21.1;150;A;8240
269.800 kr.;2018;91000;2017-10-11;Plug-in hybrid Benzin;35.1;204;A;7000
274.980 kr.;2019;77000;2018-12-06;Benzin;21.6;150;A;9000
139.900 kr.;2015;156000;2014-07-15;Diesel;26.3;110;M;7100
309.900 kr.;2020;43000;2020-02-17;Plug-in hybrid Benzin;36.5;204;A;9381
255.000 kr.;2018;47000;2017-08-10;Plug-in hybrid Benzin;35.1;204;A;6400
219.999 kr.;2015;185000;2014-11-05;Diesel;23.8;150;M;4733
139.999 kr.;2012;206000;2012-03-28;Diesel;23.8;105;M;4733
44.900 kr.;2006;212000;2006-12-29;Benzin;14.1;102;M;4200
55.000 kr.;2008;280000;2008-11-03;Diesel;17.5;140;A;2605
239.800 kr.;2017;135000;2017-09-27;Diesel;21.7;150;A;2860
169.900 kr.;2012;134000;2012-06-14;Benzin;16.7;125;M;9800
399.900 kr.;2022;12000;2022-03-04;Benzin;20.8;150;A;9000
264.999 kr.;2018;62000;2017-12-07;Benzin;20;150;A;6100
299.900 kr.;2018;20000;2018-04-19;Plug-in hybrid Benzin;33.8;204;A;8721
299.995 kr.;2017;58000;2017-10-02;Diesel;23.3;150;M;8700
154.900 kr.;2014;126000;2013-11-12;Diesel;24.4;150;M;2635
439.900 kr.;2022;12000;2021-12-06;Benzin;19.8;150;A;9000
99.999 kr.;2013;131000;2012-11-01;Diesel;26.3;105;M;4733
334.900 kr.;2020;31000;2019-09-30;Benzin;17.2;190;A;8800
409.900 kr.;2018;39000;2018-05-08;Benzin;16.9;190;A;2630
219.900 kr.;2016;41000;2016-05-02;Benzin;20;125;M;2630
249.900 kr.;2017;29000;2016-08-24;Benzin;21.3;150;M;2630
389.900 kr.;2017;87000;2017-07-15;Diesel;20.4;184;A;8700
259.000 kr.;2014;90000;2014-12-01;Benzin;17.2;180;A;4300
278.000 kr.;2017;68000;2017-05-01;Benzin;20.8;150;A;3400
149.800 kr.;2004;152000;2004-03-10;Benzin;9.5;250;M;6650
72.080 kr.;2006;196000;2005-12-02;Benzin;13.7;102;M;9210
117.080 kr.;2007;171000;2007-08-01;Diesel;19.6;105;M;9210
